报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),55577,17779,15714,16474,27190,15330,8159,8889,5915,9008,6741,5102,5591,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,80,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),998,900,2328,1242,2386,1952,2469,1710,2310,2439,1651,2023,678,
预付款项(万元),1785,1200,1121,1323,926,1187,733,452,528,548,463,477,346,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2557,1704,1329,1460,10397,26356,3089,2585,2345,2513,1865,1960,455,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20174,15191,13275,12122,18600,17180,15918,16846,13260,10813,9809,9087,4165,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),458,502,536,8016,283,240,348,307,169,248,454,357,182,
流动资产合计(万元),81549,37275,34303,40637,59782,62245,30715,30790,24527,25569,20983,19086,11417,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1712,1763,1670,1700,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1214,1244,1290,1337,1317,1347,1367,1408,1533,1438,1306,1383,1459,
固定资产原值(万元),--,214543,--,172241,--,152628,--,151640,--,128880,115358,--,46563,
累计折旧(万元),--,59743,--,52623,--,47407,--,40776,--,28577,18086,--,2868,
固定资产净值(万元),--,154800,--,119618,--,105221,--,110864,--,100304,97272,--,43696,
固定资产减值准备(万元),--,2,--,2,--,2,--,25,--,79,--,--,--,
