报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),44511,49953,33362,27818,37433,41918,31290,29778,23261,32100,33188,37367,16799,19605,13340,15923,17516,12992,16920,13507,20974,31428,17558,18753,24676,23836,19133,26119,22867,32269,25237,47618,20654,23789,23694,25704,12625,18961,17981,25653,5449,6124,5399,2013,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
应收票据(万元),25577,3202,6540,12736,10617,5535,6383,7486,8113,7037,8717,6737,6240,2732,3892,4117,6481,4249,7202,5050,5533,6000,7673,5879,6272,9250,7902,5291,4324,2639,2121,2206,1091,243,253,1101,330,35,--,--,242,36,390,188,
应收账款(万元),175203,168059,144962,127342,107330,94451,92822,87176,78114,72870,73066,72309,61978,64863,68313,70588,59971,60509,58861,59719,51320,52856,49760,48782,39452,43299,43058,43315,36159,39127,34899,31016,25460,24630,22410,18086,14669,15563,16391,13005,11386,11745,7444,5756,
预付款项(万元),6532,7470,6511,5942,4298,2855,2028,2073,1337,1541,966,1363,216,1541,514,490,743,536,679,646,1349,1115,8036,7488,5448,5856,6899,4402,4880,3830,2946,3147,4226,3537,5611,2195,2935,5635,1920,1395,3570,689,431,688,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,72,--,--,--,0,--,0,0,58,--,--,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
其他应收款(万元),3714,2284,2805,2965,2141,2076,2089,2034,2053,2150,2094,2284,2401,2376,3991,4620,4581,5446,5837,5625,2373,1889,2992,2165,2233,2176,2509,1944,1275,1074,988,1009,847,702,1624,1493,1196,713,690,506,757,466,3090,1208,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,
