报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),18161,15940,13013,13000,20213,14217,18715,15813,21716,19730,31032,40233,45630,55293,28959,19201,23601,20188,18886,12392,15091,14034,11638,16274,8933,18944,21661,24649,27020,40565,50018,4359,9118,10031,9309,11645,4823,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,--,
应收票据(万元),21935,25628,25205,19413,16486,28103,25214,22837,26305,19915,18658,16254,17476,14406,12324,9744,11433,10057,12426,9247,9004,10111,8683,7121,13422,12133,12227,17775,17550,10237,7376,6740,8390,6660,3770,2036,2140,
应收账款(万元),55742,58082,58333,62007,58199,50270,49926,52404,43085,40824,37575,42020,39488,38409,37049,32578,31892,33171,29688,28478,26287,25363,23878,20783,23636,21794,18958,16110,19380,25688,19141,17969,18704,18015,17696,10003,10439,
预付款项(万元),7441,8233,8875,5355,10401,7384,11577,10354,6226,5461,8559,6957,10009,9818,9579,5713,14243,11572,18324,12664,20650,14197,13692,11694,24263,20563,14710,11691,21260,9783,10802,8439,4467,7754,7896,7506,5393,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,0,0,
