报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),35914,20084,35516,8433,5221,12419,35297,22670,24931,30361,24522,29478,38243,21865,81650,11063,12406,7500,18996,22004,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),744,353,1143,2053,1545,2608,2605,3153,2561,2925,2124,1900,270,180,450,380,200,10,--,--,
应收账款(万元),30283,16934,13368,10815,12099,13801,14626,10589,13700,10299,10923,6586,7705,6149,9321,7606,8500,8540,8424,12580,
预付款项(万元),28884,18907,13172,20288,26318,17150,3488,5402,3254,3467,2660,8458,6321,2312,1082,1525,775,782,417,3868,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),23953,38577,23884,21561,22129,31095,26762,28899,31434,23423,18672,13709,12397,7062,5006,5202,3024,2796,2260,3441,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),187112,185154,160318,176500,159729,154943,140886,127863,124726,108561,105053,102586,89416,78975,70529,56471,48601,54804,43608,26362,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5137,947,3057,512,280,362,1173,--,--,--,3,--,--,--,--,--,--,--,191,--,
流动资产合计(万元),312027,280956,250457,240162,227322,232377,224838,198576,200606,179035,163956,162716,154352,116544,168037,82247,73506,74432,73896,68255,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),814,814,814,814,814,814,814,79,79,40,40,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),76039,78201,79334,98930,98662,94726,95223,104218,100553,93755,96449,110132,108251,100098,101646,89950,85473,71683,36898,23494,
长期股权投资(万元),49587,47354,46717,42556,42003,41416,40865,38683,32424,31970,27290,4909,1801,1863,1863,1861,1861,338,336,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),76677,--,61465,--,43521,--,21202,--,12796,--,13110,--,12762,--,12631,--,12427,--,--,--,
累计折旧(万元),19713,--,15440,--,14404,--,5640,--,3008,--,3018,--,2619,--,2166,--,1799,--,--,--,
固定资产净值(万元),56964,--,46026,--,29118,--,15561,--,9788,--,10092,--,10142,--,10464,--,10629,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),56964,45978,46026,30511,29118,29517,15561,15901,9788,9911,10092,10086,10142,10262,10464,10502,10629,10469,10569,805,
在建工程(万元),14614,15012,11462,9834,6892,4026,2094,988,558,494,169,136,--,--,--,40,--,--,--,--,
工程物资(万元),80,48,--,1283,917,862,696,289,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),158693,131693,117463,94778,69440,60167,54711,43505,34743,29395,28428,16947,14889,14989,14508,11820,3661,24,--,--,
开发支出(万元),--,76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),52563,37802,37802,25285,25285,25292,5036,5470,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),768,342,168,322,331,255,--,11,23,17,14,14,--,--,--,--,--,--,--,2,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1715,1841,1675,607,596,706,749,703,691,534,534,534,543,563,563,415,565,539,382,326,
其他非流动资产(万元),3955,3246,4237,655,655,1244,2596,375,375,375,375,4769,3158,3158,3158,1053,--,--,--,--,
非流动资产合计(万元),415794,362407,345696,305574,274713,259023,218345,210221,179232,166490,163389,147528,138784,130934,132203,115641,102189,83052,48186,24627,
资产总计(万元),727821,643363,596153,545736,502035,491401,443183,408797,379838,345525,327345,310244,293136,247478,300240,197887,175696,157484,122082,92882,
短期借款(万元),193199,163618,148204,127826,115393,111520,54651,45823,36863,30900,54875,45000,44056,9056,58389,49286,33370,17000,--,1665,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,10,--,--,--,--,--,--,--,--,--,--,380,--,--,547,--,2080,
应付账款(万元),98341,79961,83349,71705,71702,52731,60090,49732,48287,31826,44699,34642,27870,26013,32915,25987,25147,25778,22763,17553,
预收账款(万元),25134,46820,24645,50188,38490,56099,37731,39849,40899,44467,33875,41866,32997,33213,23298,19643,17327,16531,14352,4848,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2004,1546,2454,1381,1324,1087,2357,755,742,685,1752,641,627,473,1379,424,479,858,352,224,
应交税费(万元),10509,4637,8221,6283,5068,4034,6683,3057,2501,1924,4326,3066,2809,3406,4224,2839,2588,3577,3198,2053,
应付利息(万元),926,790,520,338,165,174,1735,207,160,139,100,52,51,39,104,85,56,33,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),45444,33739,30124,22587,23249,26415,17559,17105,16562,5929,1745,5360,5318,313,397,605,1705,318,66,126,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),5000,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,34973,36047,35486,34932,2,2,2,2,2,--,--,18,2375,--,
流动负债合计(万元),380557,336111,302516,280318,255391,252060,215780,192573,181501,150802,141373,130629,113730,72516,121089,98870,80671,64659,43105,28549,
长期借款(万元),62600,50800,40401,24610,19300,20013,15000,15000,10000,10000,--,--,1000,1000,3000,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),4130,4008,5036,5846,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),310,278,243,558,526,505,484,426,409,391,373,323,306,318,305,258,210,--,--,--,
长期递延收益(万元),886,322,322,317,317,317,317,120,--,--,20,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,48,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),67926,55407,46002,31330,20142,20834,15801,15594,10409,10391,393,323,1306,1318,3305,258,210,0,0,0,
负债合计(万元),448483,391519,348518,311648,275533,272895,231581,208167,191909,161193,141766,130952,115036,73833,124394,99128,80881,64659,43105,28549,
实收资本(或股本)(万元),66219,66219,66219,66219,66219,33092,33092,33092,33092,16160,16160,16160,16160,16160,16160,12120,12120,12120,12120,12120,
资本公积(万元),60482,60348,60214,58647,58336,91632,91407,90580,90225,95939,95939,95939,95939,95939,95939,30103,30100,30100,30010,29800,
减:库存股(万元),5599,8693,8693,8693,8693,10913,10913,10913,10913,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6461,6461,6461,5343,5343,5343,5343,4490,4490,4490,4490,4158,4158,4158,4158,4020,4020,4020,3188,2053,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),107738,97633,94538,89397,83061,78450,78116,70850,67054,63755,64937,59022,57797,54077,56246,49294,46670,44829,31693,18523,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),235437,221967,218739,210914,204266,197606,197046,188099,183949,180344,181525,175279,174054,170333,172503,95538,92910,91069,77011,62495,
少数股东权益(万元),43900,29877,28897,23175,22236,20901,14557,12531,3980,3988,4054,4013,4046,3311,3343,3222,1904,1756,1966,1837,
所有者权益(或股东权益)合计(万元),279338,251844,247636,234089,226502,218506,211603,200630,187929,184332,185579,179292,178099,173645,175846,98760,94814,92825,78977,64332,
