报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),14399,10685,3151,5334,4330,6107,1276,1966,596,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),2,13,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),6265,5640,2167,2439,2051,285,301,185,128,
应收账款(万元),13020,9788,8317,9586,5281,4916,4196,2309,1916,
预付款项(万元),287,309,320,347,89,58,62,56,27,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,0,--,--,--,--,--,--,--,
应收股利(万元),--,0,--,--,--,--,--,--,--,
其他应收款(万元),914,808,568,282,338,406,316,239,160,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),11732,11208,10956,10608,6964,5350,4667,2244,1413,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),4057,12070,25,16,--,--,--,--,--,
流动资产合计(万元),50675,50522,25503,28613,19053,17122,10818,6999,4240,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,0,--,--,--,--,--,--,--,
长期股权投资(万元),316,319,321,326,111,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,0,--,--,--,--,--,--,--,
固定资产原值(万元),--,7791,--,7569,820,--,--,--,--,
累计折旧(万元),--,910,--,701,439,--,--,--,--,
固定资产净值(万元),--,6882,--,6868,381,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),6931,6882,6790,6868,381,340,300,301,240,
在建工程(万元),--,0,--,--,3878,2549,2516,--,--,
工程物资(万元),--,0,--,--,--,7,4,--,--,
固定资产清理(万元),--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,0,--,--,--,--,--,--,--,
无形资产(万元),2518,2502,2524,2546,2500,2803,2549,39,19,
开发支出(万元),--,0,--,--,--,260,--,--,--,
商誉(万元),--,0,--,--,--,--,--,--,--,
长期待摊费用(万元),59,26,32,37,65,94,123,171,196,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),363,354,333,337,207,165,113,37,29,
其他非流动资产(万元),2802,360,394,371,360,153,--,--,--,
非流动资产合计(万元),12989,10444,10394,10484,7502,6371,5605,548,485,
资产总计(万元),63664,60965,35897,39097,26556,23492,16423,7547,4724,
短期借款(万元),--,0,1350,789,567,2867,1800,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),4016,3761,3899,5693,2197,1101,--,--,--,
应付账款(万元),3495,3962,3870,4336,3857,1877,1739,385,216,
预收账款(万元),4206,3159,2806,3351,655,339,305,263,271,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1215,922,668,1272,736,343,372,396,232,
应交税费(万元),628,1009,604,1094,925,1036,1154,480,414,
应付利息(万元),--,0,2,1,1,6,4,--,--,
应付股利(万元),--,0,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),296,651,137,242,145,28,55,81,52,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
