报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),49055,61724,64946,62143,52359,14902,16308,14229,6181,3016,15491,9487,19361,14479,6974,6876,19443,20490,17977,16436,23495,36288,9610,11620,17495,12065,18285,15330,47602,30580,36469,42718,46730,47126,49574,2774,2778,4855,1344,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),14416,14080,19675,22992,21009,20211,13084,12086,8305,11067,5644,10988,9286,5568,7567,5575,6599,7372,6893,8086,7441,6000,5771,4671,5500,8722,9569,6245,5449,5662,4301,3536,4800,4918,2919,1031,1139,483,879,
应收账款(万元),61740,58347,61288,60350,61281,62524,62568,61975,61396,60164,60928,58876,60261,59400,53613,54261,53462,49261,48012,43722,43694,40209,31098,27742,26369,24895,24545,21276,19118,18351,16579,15320,14438,13677,13383,14251,13224,10344,8566,
预付款项(万元),4405,3665,4098,3899,4372,4040,3418,4011,3862,5007,8479,8077,5022,6544,5326,6235,4176,4139,10087,10097,10479,8701,7558,5988,6148,2749,8489,6144,5768,4320,2530,2236,2051,1822,2662,2361,4410,1394,854,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
