报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),43996,81403,124075,149132,68044,60617,71406,77193,55930,60351,23460,30025,35819,22596,10917,17458,11276,19728,23080,24839,17113,23248,29046,47139,48833,53952,44112,55888,57316,61644,68242,77080,76888,74394,78520,13737,8932,10117,12324,8479,5444,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,0,1248,1219,--,--,1800,--,--,--,--,--,0,--,--,--,--,--,--,--,9900,5000,10000,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
应收票据(万元),3366,1766,804,1589,240,22,6,100,212,169,135,285,445,6615,8053,9339,5911,7094,3703,8876,4232,3636,2925,5075,2315,2872,4323,6786,3036,4092,3669,3940,3136,1989,2343,3442,2405,2433,3726,2511,1970,
应收账款(万元),176472,179272,165382,147415,95892,100282,102382,110739,76229,81756,71523,87074,53341,29919,27784,21061,31113,30472,26498,21264,29197,26948,24774,19440,24512,23291,20713,16761,26636,22549,23162,16255,20736,20794,18017,14510,17794,15186,12933,15002,15197,
预付款项(万元),10082,9275,6281,4839,4684,9023,7806,6098,4757,3468,3856,1989,2233,4211,3496,2516,3135,3336,2968,5127,5906,5515,4697,4837,5707,3630,5518,4697,4282,4884,5030,5594,3288,2271,3395,2679,2080,1538,1755,1719,2101,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,836,739,629,654,914,628,397,141,1266,1021,908,612,879,769,350,125,0,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,150,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
其他应收款(万元),5411,5205,247,203,168,204,1456,234,10119,7067,3234,275,1009,261,204,218,326,212,941,332,199,173,493,247,2201,282,237,256,490,438,672,390,450,527,454,459,892,432,433,691,3170,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
存货(万元),100886,100498,112073,118143,149245,121808,111364,87485,94848,77463,76768,60856,67337,24751,24250,21827,25292,25749,25732,24654,24869,25081,21483,19848,19969,19256,21542,18841,19287,18784,19243,16982,16134,17179,16398,14415,14741,13674,13497,20680,33980,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
其他流动资产(万元),4137,5235,7313,4949,4203,3074,2306,1671,7824,5514,--,324,--,29280,34498,34398,34340,22070,25260,27730,32340,25600,26100,11500,--,0,--,--,1,--,--,--,--,0,--,0,0,--,--,10,16,
流动资产合计(万元),344351,382655,416174,426270,322476,295031,297975,284738,249918,235789,180775,180828,160184,117633,109202,106817,111394,108660,108183,113658,114595,110831,110171,108999,114215,108680,106586,104495,112069,113299,120631,121120,121401,117505,119252,49242,46844,43379,44667,49092,61879,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
可供出售金融资产(万元),250,250,250,250,250,250,--,--,--,--,--,--,100,183,183,183,183,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,0,329,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
长期股权投资(万元),497,516,551,584,510,524,542,589,80,--,--,--,--,1383,1366,1318,1253,1395,1399,1350,1356,1318,1319,1301,1345,1471,1474,1502,1498,1626,1580,1561,1458,1454,1395,1360,1270,1276,1252,1017,5738,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
固定资产原值(万元),--,5564,--,5538,--,5488,--,5768,--,5776,--,5817,--,114621,--,113222,--,108391,--,106368,--,89515,--,83413,--,66953,--,64743,--,56268,--,53338,--,52670,--,51926,0,50697,46893,--,0,
累计折旧(万元),--,2120,--,2011,--,1879,--,1822,--,1669,--,1600,--,59164,--,55828,--,54444,--,51249,--,48757,--,46254,--,34405,--,32371,--,31696,--,30094,--,28631,--,26875,0,25153,23539,--,0,
固定资产净值(万元),--,3444,--,3527,--,3609,--,3946,--,4106,--,4217,--,55458,--,57393,--,53947,--,55119,--,40758,--,37159,--,32548,--,32372,--,24572,--,23244,--,24039,--,25050,0,25544,23354,--,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
固定资产(万元),3381,3444,3504,3527,3535,3609,3579,3946,4022,4106,4162,4217,3026,55458,56667,57393,58304,53947,54642,55119,43912,40758,37357,37159,32128,32548,33025,32372,26083,24572,24094,23244,23389,24039,24501,25050,24930,25544,23354,26490,27622,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1814,1374,1731,1992,6813,6209,3625,10250,12242,14635,14023,12646,9236,6628,5690,8508,6581,3838,2957,1929,1162,589,283,482,703,3170,2797,296,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,21,30,20,21,56,29,30,789,1225,499,569,40,20,24,55,14,18,12,72,10,10,8,60,8,10,19,36,8,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,4,--,--,--,--,--,--,--,0,--,--,10,--,--,--,--,0,--,0,0,--,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
无形资产(万元),1727,1904,1770,1932,2094,2256,2178,2333,2308,2459,2610,2754,22,6237,6299,6361,6423,6474,6535,6597,6650,6711,6773,6611,5644,5675,5716,5748,5847,5290,5321,5327,5036,5044,4374,3493,3506,3534,3579,2779,2232,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
商誉(万元),99380,99380,99380,99380,99380,99380,99380,99380,99380,99380,99380,99380,55,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
长期待摊费用(万元),722,722,710,755,843,810,779,720,799,833,1,3,4,80,105,119,112,129,67,70,90,90,104,111,72,77,88,87,123,52,37,38,37,0,--,0,0,--,--,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,
