报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),20404,64139,7432,8120,4501,7023,3029,6328,8310,6505,8007,9709,15481,14546,10853,10596,13752,10729,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5048,6977,7410,11538,10027,4511,8193,11793,15389,15815,18955,17875,15958,18934,18558,4347,1743,1103,
应收账款(万元),20849,21678,21455,21643,21484,23438,23885,25601,20915,18197,18152,14745,18736,17489,17379,15463,11185,6435,
预付款项(万元),297,325,201,119,159,376,300,207,779,777,140,636,680,1206,2053,338,588,224,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),67,150,94,7,7,591,198,472,179,190,90,132,70,83,10,14,125,80,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),14043,13758,13356,14298,13325,14377,20035,19374,11794,10515,9978,9736,9199,9378,9972,6455,5382,6425,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,86,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--,--,
流动资产合计(万元),60707,107113,49949,55725,49503,50315,55640,63775,57365,51999,55323,52831,60124,61636,59125,37213,32775,24996,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),43000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,420,420,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,81131,--,78473,76517,--,55699,--,--,--,48794,--,--,--,45157,33743,24714,--,
累计折旧(万元),--,29903,--,27056,21182,--,17091,--,--,--,15358,--,--,--,11612,8511,6136,--,
固定资产净值(万元),--,51228,--,51417,55335,--,38608,--,--,--,33435,--,--,--,33545,25232,18578,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),52901,51228,50174,51417,55335,55079,38608,44206,32278,32539,33435,34148,34971,33764,33545,25232,18578,19261,
在建工程(万元),140,51,--,--,--,912,584,159,2481,2618,1880,933,546,506,200,1402,107,66,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11134,11216,11298,11381,11452,11597,3547,4658,4701,4729,4758,4787,4816,4834,4862,4949,5063,5165,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),7,42,82,131,381,512,573,219,--,--,--,--,--,--,--,--,36,56,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),244,251,235,244,248,270,287,516,434,481,629,520,520,520,520,363,296,298,
其他非流动资产(万元),2902,3391,3032,661,492,445,1025,935,--,--,361,--,--,--,--,--,--,--,
非流动资产合计(万元),110328,66180,64821,63834,67908,68815,44625,50694,39895,40367,41063,40387,40853,39624,39127,31946,24500,25266,
资产总计(万元),171035,173293,114770,119559,117411,119131,100265,114469,97260,92367,96386,93219,100977,101260,98252,69159,57276,50262,
短期借款(万元),--,2700,3650,4550,11200,14750,12545,16600,20000,20970,20045,25635,29844,27815,19900,6360,14200,10300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),9263,9495,9225,8388,6102,9540,8421,12948,11451,11578,14158,14278,13188,17683,18052,13671,16046,15397,
应付账款(万元),15768,15868,13026,16114,15913,14706,17970,17923,13876,10115,10771,8750,10288,10577,11538,9722,6812,4541,
预收账款(万元),610,491,333,445,42,201,229,697,6,--,146,--,--,6,6,110,147,191,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),568,739,744,781,907,639,699,585,160,553,616,630,348,197,638,333,207,203,
应交税费(万元),298,592,1256,1116,842,924,1490,2345,1136,1068,900,900,794,697,-8,388,378,-224,
应付利息(万元),17,9,11,12,27,35,33,30,271,197,148,82,63,74,58,19,23,23,
应付股利(万元),--,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),69,143,140,163,127,134,146,110,21,27,23,32,5033,5035,15,34,187,7988,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,4000,--,--,--,5000,5000,5000,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,4700,--,--,--,--,--,--,--,
流动负债合计(万元),26594,30037,29384,31569,39158,40928,41532,51237,51920,49508,56507,50307,59557,62083,50199,30637,37999,38419,
长期借款(万元),4000,4000,4000,4000,--,4000,4000,--,--,--,--,5000,5000,5000,5000,5000,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,
预计非流动负债(万元),512,512,435,488,507,557,600,715,750,739,652,626,608,572,481,301,187,95,
长期递延收益(万元),62,64,67,70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),4573,4576,4502,4558,507,4557,4600,715,750,739,652,5626,5608,5572,5481,5301,187,175,
负债合计(万元),31167,34613,33886,36127,39665,45485,46133,51952,52670,50247,57160,55933,65165,67656,55680,35938,38187,38593,
