报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),4489,4125,4215,5574,5113,9502,5840,13227,7675,7772,8282,30538,7578,1217,1690,1351,1217,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3698,6132,4026,2270,2799,3876,3140,2879,3386,3459,2540,2541,1868,948,1240,1786,2086,
应收账款(万元),9656,10144,11445,11013,7980,5998,5238,6188,4322,5092,5755,5643,5275,5287,5303,4437,3108,
预付款项(万元),1790,247,88,246,227,47,82,55,70,25,62,54,22,26,31,60,41,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,18,--,--,--,--,--,--,
应收股利(万元),--,--,8,26,33,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),314,122,356,325,277,144,156,144,130,62,74,153,287,280,290,465,366,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8618,8280,8109,7630,7999,5056,5355,5003,5300,4852,5022,4907,4859,5006,4593,4970,5153,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),15582,16211,16010,13500,16500,17000,19500,10500,16000,17200,14700,--,6,--,0,0,85,
流动资产合计(万元),44148,45261,44257,40583,40927,41622,39311,37995,36883,38462,36453,43835,19894,12764,13147,13070,12055,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),14,14,14,14,14,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),363,76,88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,47819,--,44144,--,36173,--,33414,--,30579,--,26509,25819,--,20539,--,--,
累计折旧(万元),--,19369,--,17321,--,13689,--,12435,--,11243,--,10123,9111,--,7443,--,--,
固定资产净值(万元),--,28450,--,26824,--,22484,--,20980,--,19336,--,16386,16707,--,13096,--,--,
固定资产减值准备(万元),--,20,--,20,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32836,28430,26530,26803,26239,22484,21225,20980,20821,19336,18667,16386,16707,13522,13096,10532,9975,
在建工程(万元),8382,11337,8387,5681,3871,1417,450,99,266,1545,184,2347,2000,4097,2677,624,482,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5012,5100,5171,5200,5282,3229,3243,3257,3269,2415,2430,2429,2454,2456,2489,2537,2573,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),11222,11222,12090,12090,12090,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),15,8,3,4,5,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),368,332,236,248,193,202,197,219,216,226,227,230,268,418,241,233,90,
其他非流动资产(万元),3861,3251,3556,3054,2180,1116,2342,2733,2121,1725,2466,1624,619,915,1118,971,665,
非流动资产合计(万元),62073,59770,56076,53095,49873,28447,27456,27287,26693,25246,23974,23017,22048,21408,19621,14896,13785,
资产总计(万元),106221,105031,100333,93678,90801,70068,66767,65282,63576,63709,60428,66851,41942,34172,32768,27966,25840,
短期借款(万元),1745,1760,3411,2005,2290,--,--,--,--,--,--,1280,6500,500,1600,2700,8000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),300,1390,2200,2181,901,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),2118,3127,1317,2116,2140,1141,973,917,749,1168,391,545,590,635,360,286,234,
预收账款(万元),540,425,463,398,371,223,235,223,234,269,269,214,265,291,395,190,461,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),375,1007,694,591,340,836,350,247,95,608,190,189,496,363,395,403,450,
应交税费(万元),855,1127,688,930,695,733,525,913,377,745,544,931,549,1107,476,1038,249,
应付利息(万元),--,6,--,--,--,--,--,--,--,--,--,2,8,1,3,4,15,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),4069,4077,2184,2140,2270,307,2,2,0,33,166,6632,34,30,5,3,3,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,100,100,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),10002,12919,10957,10362,9007,3240,2085,2301,1456,2822,1561,9793,8543,3027,3234,4624,9412,
长期借款(万元),3650,2000,--,--,--,--,--,--,--,--,--,--,--,--,316,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),896,896,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),930,976,781,821,861,901,941,981,1021,1060,835,868,935,968,856,901,--,
递延所得税负债(万元),206,195,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,745,
非流动负债合计(万元),5682,4066,781,821,861,901,941,981,1021,1060,835,868,935,968,1172,901,745,
负债合计(万元),15684,16985,11739,11183,9868,4141,3026,3282,2477,3882,2396,10661,9477,3994,4406,5524,10158,
实收资本(或股本)(万元),10519,10519,10519,10358,6474,6251,6251,6251,6251,6251,6251,6251,5000,5000,5000,5000,5000,
资本公积(万元),33409,33104,32800,29938,33823,20425,20425,20425,20425,20425,20425,20425,367,367,367,367,367,
减:库存股(万元),2843,2843,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4149,4149,3126,3126,3126,3126,3126,3126,3126,3126,2938,2938,2938,2278,2278,1683,1012,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),45307,43077,42081,39037,37457,36113,33937,32197,31298,30025,28418,26576,24161,22533,20717,15392,9304,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),90436,87948,88502,82455,80893,65928,63741,62000,61099,59826,58031,56190,32465,30177,28362,22442,15683,
少数股东权益(万元),101,97,93,40,40,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),90538,88046,88594,82495,80933,65928,63741,62000,61099,59826,58031,56190,32465,30177,28362,22442,15683,
负债和所有者权益(或股东权益)总计(万元),106221,105031,100333,93678,90801,70068,66767,65282,63576,63709,60428,66851,41942,34172,32768,27966,25840,		
  
