报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),20376,26003,31363,38415,15590,13651,9625,4277,5696,3400,6915,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),80,126,30,168,138,90,75,72,219,--,10,
应收账款(万元),5430,5128,5095,5184,5224,4611,4957,3560,3129,2860,2636,
预付款项(万元),1540,1384,1451,659,641,573,485,289,263,181,275,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),458,193,409,176,183,281,334,598,746,812,709,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6853,7042,6400,5264,5370,4967,4503,5798,4906,4736,3650,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),18332,12849,8131,1161,596,673,2298,8725,6983,4365,3635,
流动资产合计(万元),53069,52725,52879,51027,27742,24845,22277,23319,21943,16355,17829,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,20741,--,20428,--,19670,13073,--,--,--,--,
累计折旧(万元),--,6363,--,5362,--,4698,4155,--,--,--,--,
固定资产净值(万元),--,14378,--,15066,--,14972,8918,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),14060,14378,14847,15066,14854,14972,8918,8194,7286,7705,3118,
在建工程(万元),1112,685,179,207,487,526,5917,1487,686,179,1766,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3556,3578,3597,3620,3643,3666,3713,3805,2028,2069,2109,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1445,1062,103,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),123,121,127,111,109,108,118,69,43,40,31,
其他非流动资产(万元),--,--,--,--,--,--,--,--,360,--,--,
非流动资产合计(万元),20296,19824,18853,19004,19093,19274,18665,13555,10403,9993,7023,
资产总计(万元),73365,72549,71732,70031,46835,44119,40942,36874,32346,26348,24853,
短期借款(万元),--,--,--,--,--,--,--,--,1890,150,700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),10052,9658,8179,7594,6778,5816,7071,6848,4584,3264,3049,
应付账款(万元),4534,4926,4540,5109,4140,4265,3027,3298,3269,3393,4443,
预收账款(万元),737,512,656,714,857,595,712,846,659,1272,779,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),785,692,565,813,672,649,558,449,345,269,136,
应交税费(万元),78,436,389,397,238,369,296,291,17,358,303,
应付利息(万元),--,--,--,--,--,--,--,--,1,0,1,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),289,112,362,143,156,144,162,95,43,39,14,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),16475,16337,14691,14768,12841,11838,11826,11827,10808,8745,9426,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,32,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,32,
负债合计(万元),16475,16337,14691,14768,12841,11838,11826,11827,10808,8745,9458,
实收资本(或股本)(万元),10031,10031,10031,10000,7500,7500,7500,7500,7500,4500,4500,
资本公积(万元),20256,20076,19834,19073,1919,1919,1919,1919,1919,4919,4743,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3220,3220,3220,3220,2590,2590,2590,2004,1472,1082,585,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),23382,22885,23955,22969,21986,20272,17108,13624,10648,7102,5566,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),56890,56213,57041,55263,33994,32280,29116,25047,21538,17603,15394,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),56890,56213,57041,55263,33994,32280,29116,25047,21538,17603,15394,
负债和所有者权益(或股东权益)总计(万元),73365,72549,71732,70031,46835,44119,40942,36874,32346,26348,24853,		
  
