报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),116992,51010,53222,46830,83396,23762,32138,34356,56246,29152,36238,30720,48035,32942,28817,30486,43161,38890,21946,23446,21104,18363,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),9391,--,7057,9513,7030,2151,4066,1307,3251,2487,1575,1630,2619,7315,4451,5554,7020,2093,2662,3114,345,200,
应收账款(万元),79473,--,96967,82223,55398,87416,67552,60421,49203,66233,53692,54595,40739,64055,52209,51497,39941,52147,41377,39619,36923,31005,
预付款项(万元),4034,9296,7760,8017,7199,4033,5838,4527,849,2913,835,575,737,345,916,814,277,923,1014,1308,1277,172,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,4096,3184,3104,2330,3475,4396,4067,3176,3530,3456,1977,1061,3787,2837,3983,1211,1488,1467,1214,1032,1008,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
