报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),243282,230098,269744,205406,282109,270971,310233,311967,292277,189435,152195,168903,162830,132320,114978,140218,114978,98911,113004,90829,165072,155480,162591,152782,154656,146345,148249,170542,194952,196202,191363,49021,32518,21001,21764,20625,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),3816,4034,4161,6177,6431,6247,9157,9675,11435,9458,15705,13891,12547,14322,15640,18118,22541,14374,11614,9994,7532,1079,166,39,379,141,--,--,--,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),602,322,262,325,240,186,208,302,211,257,115,201,186,67,429,266,214,35,47,60,140,106,185,162,244,63,73,106,125,80,154,0,0,0,0,--,
应收账款(万元),85804,101626,112023,80536,68639,78231,89300,82225,64891,59883,92355,59255,55384,60811,96560,60140,70364,79199,97154,64082,54007,64839,89380,63581,54815,69807,74891,57629,53722,48638,70662,49187,35408,42747,36255,32950,
预付款项(万元),9140,4419,8782,5192,4296,3116,3829,4114,3208,2804,4254,3781,3180,2157,3018,2573,2926,1523,4303,1655,2123,1316,5048,5213,3636,3047,4726,4838,1926,1103,1142,1369,7,481,1381,1213,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),794,1024,308,514,486,885,712,902,564,292,396,471,580,965,626,1115,1434,1040,1717,1012,765,1865,1313,2417,1659,1094,907,2728,--,--,--,0,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,3252,3252,3252,3252,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),5748,4836,4402,8856,5715,5959,4513,3486,4211,5316,4954,4570,5801,7665,5827,6117,6339,5913,3095,4691,3563,4460,4034,3917,3542,5145,3685,3660,5669,5636,4166,4240,2810,4430,2438,4380,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
