报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10362,13335,29009,5025,7177,3993,2933,3375,3404,3656,3524,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),41,--,--,--,--,--,--,--,257,84,65,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,26,99,--,--,256,
应收账款(万元),2266,7179,5761,2558,4222,3558,5589,5421,4900,3800,1166,
预付款项(万元),281,1497,208,935,1384,714,805,1316,942,1225,910,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),3,8,3,5,5,3,4,8,12,11,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),795,996,785,973,1295,1378,1358,1164,842,1369,794,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20132,14909,20255,20356,11376,15869,17617,11421,14015,9286,6888,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),23268,15621,271,927,397,254,345,360,790,272,128,
流动资产合计(万元),57149,53545,56291,30779,25855,25769,28678,23164,25162,19703,13731,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,650,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,6070,--,5814,--,5709,5367,5144,--,--,--,
累计折旧(万元),--,2938,--,2787,--,2467,2124,1933,--,--,--,
固定资产净值(万元),--,3132,--,3027,--,3242,3243,3212,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),3374,3132,3095,3027,3116,3242,3243,3212,3202,3007,3195,
在建工程(万元),--,--,--,36,4,--,--,--,81,--,2,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1194,1206,1218,1234,1140,1159,1192,1197,1209,1186,1221,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),238,252,295,367,253,309,50,17,19,--,17,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),635,534,697,768,617,456,362,255,142,103,206,
其他非流动资产(万元),--,--,0,--,--,--,--,--,--,--,--,
非流动资产合计(万元),5442,5125,5305,5433,5131,5166,4848,4681,4653,4296,5292,
资产总计(万元),62590,58670,61597,36211,30986,30934,33526,27846,29814,23999,19022,
短期借款(万元),--,--,--,--,--,--,3400,3024,1700,--,3714,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,26,299,497,172,161,7,35,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4558,5155,5635,4350,4843,4920,5733,4061,6068,5026,4508,
应付账款(万元),10093,6144,7961,8793,4778,5835,7298,4318,6481,5822,2875,
预收账款(万元),390,321,324,583,180,377,545,228,417,288,863,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1361,1271,998,1511,1065,1433,1076,624,799,509,457,
应交税费(万元),594,860,570,450,957,443,536,1010,347,554,385,
应付利息(万元),--,--,--,--,--,--,7,4,3,--,7,
应付股利(万元),--,--,--,--,--,--,--,713,--,--,23,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),866,838,1164,642,693,628,761,736,829,782,900,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
