报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),18297,29937,41579,65788,69512,117032,50229,54486,83607,102888,101828,85366,20614,16189,5685,3514,6373,7204,5324,5644,4665,4853,6096,3938,3959,3879,4214,15074,16518,19314,30963,23090,38850,58395,55816,53182,54114,29445,20520,20809,5380,10770,5634,3076,3316,7844,3218,3282,5792,7451,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,1231,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收票据(万元),12151,11219,15737,22821,27206,22348,26774,40700,67934,86279,81199,52946,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,60,20,0,--,--,--,--,0,0,50,
应收账款(万元),312931,337398,267634,276744,353905,348769,197951,193106,187040,232643,219063,140242,--,1,186,270,199,111,132,125,282,544,168,144,176,150,219,143,38,60,11958,13052,11886,13300,13435,14719,12258,11096,9206,9004,9326,8156,9739,12367,11754,11636,10956,10145,7657,9505,
预付款项(万元),73031,66747,40324,46095,75003,31395,19631,23820,20723,13890,30493,28846,--,38,7162,6878,6878,6873,7241,7017,7021,7015,7023,7022,11891,6898,6897,6900,10029,12029,9036,8126,9037,7936,10186,13526,10853,7765,20576,6272,6414,4106,3212,2243,2822,997,2988,6368,1319,5865,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,825,825,825,287,
其他应收款(万元),--,7165,13355,10048,7176,5856,4982,4317,4861,2565,3136,1870,150,72,7780,10224,10082,7184,7422,7559,7801,6098,7519,7337,7243,7729,8294,7697,11107,10860,10247,5471,5780,4473,6872,5971,5793,5790,6511,8721,5458,3921,5693,5699,9011,8869,8604,23983,20622,27722,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
存货(万元),77243,77528,47865,52438,49823,43025,57778,54091,55324,54424,43459,39948,--,11,136269,122601,118905,121642,105675,103675,90681,86307,82403,77453,67934,72360,72111,75062,73317,66041,82408,89530,88480,86347,105053,94289,82975,80037,73124,70969,69838,75571,12550,13156,14557,13511,14577,12753,11053,11082,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),2267,2084,1187,980,547,464,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,2,0,--,--,0,--,--,--,--,0,0,0,
其他流动资产(万元),947,644,1394,6722,7542,6318,7848,7009,4265,1461,9196,11541,42,29,824,756,236,106,1737,1612,880,880,--,--,--,--,--,--,--,--,--,--,--,--,--,0,6,4,2,4,--,21,0,--,17,19,--,119,105,0,
流动资产合计(万元),501267,532721,429075,481635,590714,575206,365191,377528,423754,494394,496614,369000,31515,27049,157907,144243,142673,143121,127530,125632,111330,105697,103209,95894,91202,91016,91735,104876,111007,108305,144613,139270,154033,170450,191361,181687,166000,134137,129941,115779,96476,102566,36827,36540,41477,42877,41168,57477,47374,63194,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
可供出售金融资产(万元),--,2368,2371,2371,2371,2373,2443,1450,1460,1463,2572,2584,961,961,3430,3430,3430,3430,3430,--,--,--,95,88,107,119,189,206,2167,2104,3029,3897,3800,3664,--,0,--,0,--,0,0,0,0,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
长期应收款(万元),18812,18812,20189,20189,11500,11500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
长期股权投资(万元),5390,5357,5295,18247,18133,15343,489,492,197,195,695,200,--,--,--,--,--,--,--,3430,3430,3430,4863,4613,4475,4714,6349,6117,6217,6591,307,2318,2318,2319,2541,3355,3356,1346,1343,1449,1452,1462,1482,1507,5594,5629,18060,17762,22132,18231,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
投资性房地产(万元),24933,25233,26170,26484,26798,27112,27677,27991,28305,28619,22702,22949,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
固定资产原值(万元),--,37366,--,31963,--,30745,--,29055,--,28656,--,25138,--,7956,--,9685,--,4340,--,4378,--,4354,--,8870,--,8858,--,8795,--,9070,--,14106,--,13986,--,13719,--,13400,--,22575,--,38385,--,37375,--,37429,--,16973,0,17087,
累计折旧(万元),--,11286,--,9809,--,8669,--,7624,--,6582,--,5720,--,2517,--,3396,--,3312,--,3246,--,3165,--,4385,--,4162,--,3942,--,4040,--,7169,--,6794,--,6454,--,6162,--,12330,--,13169,--,12385,--,11632,--,10885,0,10611,
固定资产净值(万元),--,26080,--,22155,--,22077,--,21431,--,22074,--,19418,--,5439,--,6289,--,1028,--,1132,--,1189,--,4485,--,4695,--,4853,--,5030,--,6937,--,7193,--,7265,--,7237,--,10245,--,25216,--,24990,--,25796,--,6088,0,6476,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,--,80,--,80,--,80,--,90,--,90,--,89,--,89,--,85,0,85,
固定资产(万元),--,26080,22064,22155,21820,22077,21330,21431,21775,22074,19602,19418,5185,5439,6189,6289,989,1028,1074,1132,1194,1189,4432,4485,4584,4695,4819,4853,4942,5030,6938,6858,6963,7113,7135,7185,7320,7158,10144,10155,24792,25126,24510,24901,25354,25707,26086,6003,6142,6391,
在建工程(万元),--,--,--,--,--,--,30,27,19,--,--,--,--,--,--,--,4877,4834,4556,4385,4010,3660,3362,3151,2976,2690,2535,2183,1917,1613,1430,1277,150,137,36,35,7,0,--,0,--,--,0,--,--,--,--,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,1,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
无形资产(万元),5894,6341,3519,3902,4308,4736,5140,5563,5980,6408,13701,14052,35,35,38,38,39,42,47,51,53,58,82,88,95,102,109,116,123,129,289,167,176,181,172,166,173,178,1302,1316,1328,1334,1540,1562,1500,1522,1588,2314,1322,1652,
开发支出(万元),--,--,241,158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
商誉(万元),102826,102826,150049,150049,150049,150049,150049,150049,150049,150049,90668,90668,--,--,1979,1979,1979,1979,2672,2672,2672,2672,2672,2672,2677,2672,2672,2672,2672,2672,4022,4022,4022,3761,3761,3761,3761,3761,3784,3685,3685,3685,0,--,--,--,--,282,0,0,
长期待摊费用(万元),2856,3054,3163,3244,3420,3567,3745,3881,4054,4174,4357,4080,119,132,121,121,1,2,4,5,6,7,15,35,55,75,95,116,136,156,1469,1508,1542,1604,1197,1086,1142,1172,1167,1199,1306,1013,962,978,993,1033,1097,1142,1223,1240,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,0,0,
递延所得税资产(万元),4051,2939,2663,2489,2611,2040,963,1561,1662,1234,599,596,--,--,26,19,14,12,99,100,96,98,243,247,209,251,216,290,402,525,895,2215,3719,3719,4750,3818,2865,2471,1859,1503,1720,1720,1,1,1,1,--,0,0,0,
其他非流动资产(万元),7928,7928,13621,8967,8642,8509,5717,5290,3702,3736,3825,3818,3119,3119,3119,3119,3119,3119,3119,3337,3337,3337,--,--,--,--,--,--,--,--,--,--,--,87,--,0,88,88,22,76,22,76,22,22,308,333,--,0,0,0,
非流动资产合计(万元),200508,200938,249345,258254,249652,247306,217582,217733,217204,217951,158722,158365,9419,9687,14903,14995,14448,14448,15001,15111,14799,14452,15763,15379,15176,15318,16985,16553,18575,18820,18379,22261,22689,22585,19592,19406,18712,16173,19621,19381,34304,34416,28516,28969,33750,34224,46831,27505,30819,27515,
