报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),94723,17621,6917,5631,9563,2831,11994,6220,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),21537,27514,33100,7747,1128,3142,19625,12906,
应收账款(万元),85799,70157,54229,50100,27752,42129,27684,12065,
预付款项(万元),3814,2814,3573,1474,3231,2707,3409,3114,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),20,49,3,4,26,10,34188,34540,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),21915,19364,16485,11013,14408,14129,17130,17917,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),0,301,3021,5622,4288,--,--,--,
流动资产合计(万元),227809,137819,117328,81591,60396,64947,114032,86762,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),3434,3556,3788,3622,3486,3509,3937,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,124045,122459,118801,--,100529,--,--,
累计折旧(万元),--,64982,60417,52254,--,45276,--,--,
固定资产净值(万元),--,59063,62042,66547,--,55253,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),57492,59063,62042,66547,53796,55253,64578,67477,
在建工程(万元),18452,17164,14122,12455,23768,22771,17368,40614,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),13074,13158,13326,13663,13821,13901,14306,15708,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),453,508,618,813,514,322,405,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),6347,5941,5739,4738,3757,3945,3942,2993,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),99251,99389,99635,101838,99141,99701,104536,126792,
资产总计(万元),327059,237208,216964,183429,159537,164648,218568,213554,
短期借款(万元),17900,29700,32800,23700,24400,33235,70550,42690,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),11926,11115,5501,6746,2148,--,11280,8010,
应付账款(万元),8143,9096,7853,5355,4124,3381,7190,13664,
预收账款(万元),456,680,494,584,426,359,500,310,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),--,--,585,253,135,98,120,142,
应交税费(万元),889,910,621,239,0,1047,4092,3955,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1,2,17,4,61,117,2100,7302,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,673,1331,1331,1331,666,--,
其他流动负债(万元),1354,1316,1327,1244,802,802,437,312,
流动负债合计(万元),40669,52819,49870,39456,33428,40371,96935,76384,
长期借款(万元),--,--,--,673,2004,2004,3335,4000,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),30327,27933,25861,22002,18755,18614,19374,13844,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),30327,27933,25861,22674,20758,20618,22709,17844,
负债合计(万元),70995,80752,75731,62130,54186,60989,119643,94228,
实收资本(或股本)(万元),36800,27600,27600,27600,27600,27600,68000,68000,
资本公积(万元),159042,74011,74011,74011,74011,74011,24938,22119,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),2227,2227,2227,1992,1935,1924,5690,3322,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),58168,52660,37395,17695,1805,124,296,25886,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),256064,156456,141233,121299,105351,103659,98924,119326,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),256064,156456,141233,121299,105351,103659,98924,119326,
负债和所有者权益(或股东权益)总计(万元),327059,237208,216964,183429,159537,164648,218568,213554,		
  
