报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),8423,7082,9690,18191,9106,13758,6502,4562,6117,6495,11249,20648,7417,11340,9329,8291,5411,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),28095,31249,23368,15648,14667,16460,3880,3511,2998,5014,3762,1433,1250,789,1343,145,173,
应收账款(万元),17135,12927,14120,14939,16739,6284,4030,4696,3937,2487,1975,2972,3093,2427,1658,1053,988,
预付款项(万元),11324,9037,9859,8646,11449,5737,6041,6668,6361,4426,5941,3430,2936,1548,1535,1293,1463,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),495,497,407,427,211,730,344,79,115,70,70,61,61,62,57,19,17,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),15668,16430,12560,12700,10690,9378,7208,6652,6471,7052,6979,6424,4951,4715,4194,4392,4385,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),962,1439,490,574,2324,1151,6,169,188,611,677,469,57,142,--,--,--,
流动资产合计(万元),82102,78661,70494,71125,65186,53497,28011,26336,26188,26154,30653,35437,19764,21023,18116,15192,12437,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),210,210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),797,797,1010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,68794,--,49113,--,48949,--,36922,--,36668,--,9930,9802,9770,9470,8600,7478,
累计折旧(万元),--,11718,--,10020,--,8688,--,5737,--,4862,--,4573,4401,4257,3613,2967,2452,
固定资产净值(万元),--,57076,--,39093,--,40260,--,31185,--,31806,--,5357,5401,5514,5856,5633,5026,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),56932,57076,41014,39093,39645,40260,30834,31185,31473,31806,6011,5357,5401,5514,5856,5633,5026,
在建工程(万元),5670,4825,19964,18148,14865,12257,--,--,--,--,20873,18858,15930,14542,5507,1025,--,
工程物资(万元),466,103,--,--,--,46,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),14113,14260,14296,14412,11998,11662,6813,6864,6923,6970,2925,2920,2859,2875,2945,2815,2777,
开发支出(万元),162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),216855,216855,231865,231865,231865,231865,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),136,130,95,88,91,95,40,41,34,23,51,60,56,53,71,36,35,
其他非流动资产(万元),396,698,--,--,--,1709,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),295736,294954,308244,303605,298464,297894,37688,38090,38430,38799,29860,27195,24247,22984,14379,9509,7838,
资产总计(万元),377838,373614,378739,374730,363650,351391,65699,64425,64618,64953,60513,62632,44010,44007,32495,24702,20275,
短期借款(万元),14015,10161,7165,7578,4920,610,3900,3900,3900,6000,5000,5000,5000,5000,2100,2100,2500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),15627,13288,15176,12715,9508,6434,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),8712,12592,6411,5200,4408,7072,1434,1078,867,1385,315,676,893,1601,868,605,535,
预收账款(万元),753,616,310,306,551,1530,446,840,874,476,517,328,315,699,502,1308,730,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),557,770,671,537,446,919,229,212,215,209,218,231,203,221,196,167,139,
应交税费(万元),327,684,696,1234,1713,833,419,400,587,417,298,367,473,874,535,361,147,
应付利息(万元),5,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,1069,--,--,--,--,--,--,--,1056,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),31,51,5,1,2,7,0,30,24,15,9,3,0,10,2,3,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
