报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),39697,47520,57709,27626,45085,39150,53059,22130,37329,47954,84536,20667,24194,37599,76876,24384,21992,30385,54928,25208,30420,35200,48472,19311,22537,28556,46529,41811,53704,31702,48020,46940,68224,70909,64500,56567,20547,16894,18466,10185,11431,14889,24785,27038,24408,34633,30149,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3834,4116,4074,3063,0,--,0,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收票据(万元),61947,88058,101486,57456,56185,97405,108387,12645,15347,46205,49459,6836,21084,31892,30776,13800,14287,24423,30730,9369,12732,20805,26892,5979,10522,16596,21483,5754,3003,27604,31304,10292,8705,16144,22905,11058,11518,11482,18781,7,964,1057,1014,882,1315,1713,2338,
应收账款(万元),103459,89349,103242,117714,116358,91379,77552,127606,127307,64615,58403,88330,75060,64920,62861,62938,61841,52194,42688,71752,55895,53532,46590,73099,71613,62996,60755,78620,71741,63461,51332,70855,63695,62843,44934,47459,37791,45008,34676,18211,15675,15469,13456,20118,18271,15998,15042,
预付款项(万元),13546,12553,9561,14047,9167,8131,7266,11593,10014,27113,9225,24032,26734,25639,20959,11439,12006,11512,13000,13820,14169,15190,11218,23099,27813,25629,30126,34205,27408,41205,38277,56537,33179,29507,32098,21225,21936,14003,8678,1281,1274,1144,1108,1164,1217,1718,1086,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,67,286,29,30,49,48,77,99,105,211,168,108,89,193,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
其他应收款(万元),6563,1183,3104,1592,1524,1928,1232,1557,1820,1609,1183,1875,1391,1605,1257,3008,2426,1827,1632,2212,3010,3371,2440,6699,6062,6160,5075,4685,4668,5020,4433,9272,8035,4044,3607,2175,3811,4963,4147,3515,3214,2314,1891,2392,2465,2620,1523,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
