报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),68183,59269,2442,2850,9650,9272,16723,16222,16455,19184,15932,11411,13361,13212,14305,18258,22188,21595,19408,20922,20768,23915,23083,24011,23713,25793,2237,2957,3680,3136,1443,467,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,75,--,29,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2140,145,5,0,5,--,65,22,--,4,--,344,--,188,202,27,12,32,16,70,--,--,--,--,--,--,50,--,--,--,--,--,
应收账款(万元),59065,49253,2963,2587,3932,3652,3911,4324,4442,5697,4673,5467,5448,2369,2762,3310,2429,1892,1716,2156,2372,1834,1748,1783,1977,1349,1478,890,987,648,306,284,
预付款项(万元),4183,1712,920,903,1047,38,492,343,1241,2151,4043,6821,12359,7006,2928,83,5859,4502,3542,9431,8071,1381,1655,229,1107,585,814,592,372,509,574,3,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,0,77,42,14,2,27,6,11,7,95,72,72,78,165,152,272,194,246,185,218,130,156,78,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),27956,20176,514,467,879,1104,1533,1542,1603,641,808,1969,549,600,671,440,303,140,231,126,266,297,368,270,250,184,231,171,179,287,345,633,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),5770,5439,4597,5239,6628,7419,8246,8570,12665,19080,18144,20616,12761,14237,12057,8509,5984,5842,7456,6415,5969,4416,4398,4465,3897,2777,2382,2679,2368,2250,1431,858,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),11463,15069,5180,5242,259,206,271,192,375,290,2851,250,1641,118,3764,177,222,278,379,415,77,30,87,130,88,1,8,13,5,24,0,0,
流动资产合计(万元),178759,151062,16621,17288,22476,21733,31255,31216,36807,47127,46462,46914,46214,37801,36760,30882,37161,34434,33020,39728,37768,32058,31558,31018,31189,30768,7200,7302,7591,6855,4100,2244,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,0,--,--,26,26,535,535,375,375,388,388,381,388,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),512,489,566,563,557,533,519,518,274,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),775,784,792,800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,44132,--,41845,--,43753,--,43840,--,40926,--,43055,--,25828,--,26361,--,12512,--,10469,--,9433,--,9025,--,7447,--,7194,5904,5544,4860,3252,
累计折旧(万元),--,8331,--,6945,--,6425,--,6063,--,5489,--,4724,--,4178,--,3709,--,3345,--,2976,--,2655,--,2342,--,2104,--,1884,1791,1531,1114,750,
固定资产净值(万元),--,35801,--,34900,--,37328,--,37776,--,35438,--,38332,--,21651,--,22652,--,9167,--,7493,--,6778,--,6683,--,5343,--,5311,4114,4013,3746,2502,
固定资产减值准备(万元),--,90,--,92,--,128,--,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),35467,35711,33708,34808,37740,37199,37727,37476,37803,35438,39441,38332,25055,21651,21726,22652,9076,9167,8243,7493,7192,6778,6750,6683,5295,5343,5220,5311,4114,4013,3746,2502,
在建工程(万元),186,17,17,0,--,--,--,--,113,--,11,--,4711,2242,34,34,68,110,922,1830,438,465,185,141,1296,761,627,545,1315,340,162,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,
生产性生物资产(万元),1187,1526,1662,1445,1483,1467,1582,1157,6928,6171,6017,2814,3779,3791,4289,4191,3432,2921,2349,1860,1865,1770,2215,2195,1919,1918,1775,1814,1345,1428,1338,895,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,
无形资产(万元),15240,15425,13207,13338,12596,13567,13662,13812,13926,14049,13094,2286,2300,2324,2350,2380,2287,2008,2021,2044,2004,2026,2047,2067,2089,2089,2109,2128,2148,2131,0,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,
商誉(万元),96371,96393,194,194,194,194,194,194,374,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,
长期待摊费用(万元),4337,4954,413,431,461,484,517,545,578,447,376,388,390,404,421,434,423,438,452,467,506,390,400,410,313,258,265,261,59,150,6,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),941,595,67,67,194,227,434,434,74,74,82,82,31,42,40,40,15,15,16,16,6,6,3,3,--,--,--,--,0,0,0,2,
其他非流动资产(万元),41303,46975,160,160,160,168,160,160,--,--,--,--,--,3825,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,
