报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),25402,30008,17012,20682,19480,9422,4497,20425,7846,6847,10007,26535,6726,7170,8511,16812,10436,6663,10184,13498,14554,25514,34287,39202,23622,30870,42078,43903,43583,52217,56295,58572,60927,4671,3749,710,777,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),21442,18676,29962,34579,14614,--,16,--,0,--,0,--,--,0,0,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,100,
应收账款(万元),111656,116471,110528,98473,94581,23475,20271,17601,24100,17741,14293,12141,15371,15134,13228,10576,14210,14345,11999,14532,13266,12808,7508,7466,7583,7696,7411,7009,6318,5254,7151,5071,2532,2528,2467,1506,1039,
预付款项(万元),27426,23040,10729,6788,12480,12485,8555,6956,15895,13129,16660,10740,12866,6175,5801,4208,9385,5320,4484,3839,6643,5587,5832,3967,6756,6611,4277,2713,7731,12132,6682,3598,2787,2161,2101,828,573,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,27,223,124,128,61,841,657,479,213,--,0,0,0,0,
应收股利(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),3213,12013,3937,4721,6268,1614,1331,1434,3638,1849,784,681,1872,2201,1782,836,2592,1896,2654,715,2937,2466,832,671,1411,1407,911,1439,871,663,975,491,1018,573,538,776,1420,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),77160,73717,67271,59114,73766,45749,42880,43629,44496,39551,39659,36767,32685,33462,33354,30174,30451,27728,27789,29867,41248,35556,30585,29790,32187,31684,25804,23406,23757,14477,8590,7364,8051,5980,5103,5820,4175,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,0,--,0,--,--,--,--,--,0,22,33,0,1,0,2,--,--,4,8,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),2372,2307,3208,3901,2650,3248,5180,5382,4292,4416,4511,4824,6123,7099,6839,6940,7059,6144,5764,6022,7759,7192,6141,4906,5274,4464,4329,4403,--,--,--,--,--,0,0,0,0,
流动资产合计(万元),268670,276232,242648,228257,223839,95992,82730,95427,100267,83532,85936,91722,75644,71242,69515,69579,74134,62096,62877,68481,86406,89123,85198,86030,77057,82855,84938,82935,83101,85401,80172,75308,75315,15913,13957,9641,8084,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),2175,2175,2175,2175,2175,120,120,120,120,120,120,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),10753,10315,938,938,1459,1171,1091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),--,0,--,--,-187,--,--,--,--,--,0,--,120,120,0,--,--,--,--,--,--,--,--,711,709,714,718,28,34,36,39,39,45,46,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),6094,6155,6216,6277,6337,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,166789,--,166337,--,96093,--,95381,--,80268,--,66911,--,60075,--,59789,--,54756,--,53917,--,45087,--,39509,--,33365,--,30423,--,19600,--,18236,--,15888,14190,0,0,
累计折旧(万元),--,76145,--,70931,--,35859,--,32628,--,26611,--,21910,--,18633,--,16459,--,14480,--,12311,--,10525,--,8708,--,6888,--,5460,--,4620,--,3786,--,3112,2471,0,0,
固定资产净值(万元),--,90644,--,95406,--,60234,--,62753,--,53657,--,45001,--,41442,--,43331,--,40276,--,41606,--,34562,--,30800,--,26477,--,24963,--,14980,--,14451,--,12776,11720,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),88798,90644,93328,95406,84691,60234,61355,62753,55273,53657,43885,45001,41434,41442,42199,43331,39573,40276,40675,41606,35050,34562,30461,30800,30653,26477,24555,24963,15120,14980,14127,14451,12842,12776,11720,8923,7317,
在建工程(万元),21846,17552,15809,14883,24982,20986,20938,20295,20787,18127,18343,15063,11748,10210,9282,8311,10495,8352,6283,4580,8525,7595,9697,6916,8179,6969,7979,6015,11856,8650,6209,5648,2588,1669,928,16,1190,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),41823,41817,41253,42245,41618,30451,30372,30552,23799,22116,19082,19173,17809,12556,12595,12660,12675,12799,12852,12856,6139,6142,6193,6197,3531,3342,3383,3386,1918,1900,1931,1852,1845,1847,1805,1840,1884,
开发支出(万元),--,185,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
