报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,
货币资金(万元),29675,30222,31494,27744,26484,26131,27177,23794,19904,19974,21217,17462,17193,4786,5860,3573,3370,3264,4386,1807,2650,1383,1618,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,400,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),747,629,588,406,386,327,304,377,209,282,439,421,125,398,522,208,498,174,523,364,393,219,240,
应收账款(万元),4624,4016,4537,3663,4245,3926,4060,3885,3475,3359,3088,4035,3713,3616,3603,2909,3072,2764,2930,2774,2266,1755,1476,
预付款项(万元),747,859,720,844,786,685,586,740,483,1371,323,635,365,518,170,243,390,265,3190,3424,3392,3084,866,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),166,126,123,208,170,124,101,126,98,79,65,157,145,441,337,360,339,375,1840,1819,1649,1645,1531,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),4131,3709,3643,3670,3463,3273,2939,2960,2992,3365,3038,3127,2998,2643,2408,2572,1976,1823,1604,1802,1516,1444,1149,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),10,11,--,2,4,5,7,--,--,--,--,--,4,--,7,--,--,--,--,2,--,--,--,
其他流动资产(万元),1,2,2,3,3,3,1,--,--,--,0,--,16,5,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),40101,39573,41106,36540,35540,34514,35175,31883,27162,28430,28171,25836,24558,12407,12907,9864,9645,8664,14473,11992,11866,9531,7280,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),986,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1111,1120,1129,1138,1147,1156,1165,1174,1183,1192,1201,1210,1219,1231,1237,--,--,--,--,--,--,--,--,
固定资产原值(万元),13429,--,13078,--,12965,--,12542,--,10519,--,11961,--,11353,--,11302,12386,11747,3378,--,2800,2751,2624,2579,
累计折旧(万元),3568,--,3147,--,2813,--,2448,--,1963,--,1811,--,1573,--,1293,1290,1044,898,--,693,591,492,399,
固定资产净值(万元),9861,--,9931,--,10152,--,10094,--,8557,--,10150,--,9780,--,10009,11095,10703,2479,--,2108,2161,2132,2180,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),9861,9827,9931,10015,10152,10369,10094,10280,10234,10268,10150,9798,9780,9764,10009,11095,10703,2479,2335,2108,2161,2132,2180,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,119,50,8,8,--,8,6483,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1598,456,472,475,366,355,379,295,305,306,281,251,229,138,153,183,146,172,124,137,159,143,163,
开发支出(万元),1385,2046,1508,1118,764,486,228,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,9,10,12,13,2,--,--,--,11,--,24,30,35,45,6,8,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),321,245,241,291,313,267,288,170,166,90,164,234,196,206,274,165,257,99,148,81,116,5,94,
其他非流动资产(万元),106,250,163,62,36,57,267,30,186,--,127,--,70,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),15367,13944,13443,13100,12777,12691,12421,11956,12084,11868,11938,11613,11543,11346,11680,11454,11114,9258,2637,2362,2481,2286,2445,
资产总计(万元),55469,53517,54550,49639,48317,47204,47596,43839,39246,40298,40109,37450,36101,23753,24587,21319,20759,17922,17110,14354,14347,11818,9725,
短期借款(万元),505,5,5,5,5,5,5,5,--,5,5,5,5,3890,3990,4990,3500,4028,3000,1900,2000,2100,600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
