报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),23785,6077,5665,9058,1755,2385,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),159,114,149,708,1010,100,
应收账款(万元),10023,9672,8276,6623,7032,7869,
预付款项(万元),3353,1013,1140,748,1276,691,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),855,714,638,150,66,323,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),10393,9193,7212,6567,6198,6287,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),944,566,312,90,7,210,
流动资产合计(万元),49513,27348,23393,23944,17344,17865,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,21125,11303,9091,7911,--,
累计折旧(万元),--,4702,4166,3332,2749,--,
固定资产净值(万元),--,16423,7137,5759,5162,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),15873,16423,7137,5759,5162,5240,
在建工程(万元),174,161,122,13,328,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),703,711,706,704,691,702,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),423,361,302,244,139,127,
其他非流动资产(万元),357,361,9712,721,85,144,
非流动资产合计(万元),17529,18016,17980,7441,6405,6213,
资产总计(万元),67042,45364,41373,31385,23749,24077,
短期借款(万元),--,--,--,1000,300,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,1276,
应付账款(万元),6520,6706,5015,4567,4867,6236,
预收账款(万元),466,305,211,301,233,319,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1866,1909,2169,1723,1406,478,
应交税费(万元),355,566,397,928,490,326,
应付利息(万元),--,--,--,--,--,8,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),720,332,312,203,259,279,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,1510,630,200,0,3600,
其他流动负债(万元),297,295,225,--,--,--,
流动负债合计(万元),10224,11622,8960,8921,7555,12522,
长期借款(万元),1000,6438,7633,3800,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,4,--,--,--,
长期递延收益(万元),348,393,362,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1348,6831,7999,3800,0,0,
负债合计(万元),11572,18453,16958,12721,7555,12522,
实收资本(或股本)(万元),8360,6600,6600,6600,5000,5000,
资本公积(万元),35643,10559,10559,10559,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),855,855,855,191,1210,736,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),10612,8897,6401,1314,9984,5819,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),55470,26911,24415,18663,16194,11555,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),55470,26911,24415,18663,16194,11555,
负债和所有者权益(或股东权益)总计(万元),67042,45364,41373,31385,23749,24077,		
  
