报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),63395,75149,44358,43329,29633,24742,35694,40889,36090,29751,30063,36170,49700,11695,6201,10508,7958,5900,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),54,54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),731,752,249,276,794,274,217,114,240,471,208,324,210,289,10,114,50,--,
应收账款(万元),38349,29172,32388,29420,25078,17772,16722,14911,10525,10113,9472,9468,10164,7601,7074,5316,2506,1442,
预付款项(万元),1369,758,700,529,611,726,514,484,806,555,197,679,254,206,321,193,277,158,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),667,235,1198,1178,229,102,406,8094,3701,425,512,206,596,401,397,399,214,549,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),26962,24306,20611,19591,17808,17911,16486,15676,15672,13771,12438,10365,9587,8852,8503,8425,7408,7879,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),18902,14119,12587,7758,12071,10564,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),56206,67752,1566,1035,2046,12383,3406,16315,15254,26555,23364,15443,1102,407,1118,73,0,15,
流动资产合计(万元),206635,212296,113657,103116,88270,84474,73446,96484,82286,81640,76255,72655,71612,29450,23623,25028,18413,15943,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),10503,10503,10503,10503,10503,10503,10703,10703,200,200,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),18108,15065,14557,7089,14377,15066,22522,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),12802,--,--,--,--,--,--,--,10503,--,200,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,29120,--,28335,--,27385,--,26310,--,25532,--,20835,--,8941,8909,8781,8056,7288,
累计折旧(万元),--,8008,--,6974,--,5961,--,4994,--,4043,--,3360,--,2850,2683,2187,1684,1214,
固定资产净值(万元),--,21113,--,21361,--,21425,--,21316,--,21489,--,17476,--,6091,6227,6595,6372,6074,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),21957,21113,21054,21361,21062,21425,21285,21316,21377,21489,21603,17476,5952,6091,6227,6595,6372,6074,
在建工程(万元),4210,3021,1281,109,580,569,602,727,688,619,513,3819,11555,10205,8816,4135,1481,60,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
