报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),99365,48863,29230,38064,47941,128881,23960,26217,30726,36009,27991,14763,17838,20797,8051,13595,19522,27714,19916,62830,29514,29432,20128,32838,34741,31522,25972,35369,39820,39148,46915,11259,19272,32612,36530,33249,51197,51631,41710,46642,57202,9411,7509,7597,4747,2167,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
交易性金融资产(万元),--,1978,679,1734,1030,1129,4745,5123,5259,1610,3078,1518,2806,801,1157,891,462,871,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,13,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收票据(万元),6521,3475,4149,5284,6485,2375,3198,3576,2696,3307,5172,3289,3740,3453,3675,2983,2412,2568,3264,3658,7142,7189,6248,5618,4550,9122,6948,6646,3532,2369,2031,2429,3059,2018,333,620,2157,1695,133,180,1164,1192,310,0,0,0,
应收账款(万元),106956,130702,112785,107405,89695,102603,83331,86566,64593,70705,73524,77876,64440,66843,74336,66178,56071,56749,64407,60779,63880,66663,74231,60430,52450,58654,68813,52369,43907,49547,49305,52996,37194,41486,36593,33323,28370,31684,37117,28720,24351,22690,22517,24845,16039,12084,
预付款项(万元),4610,6512,4421,1630,1499,835,490,287,929,106,5902,5324,4928,4300,6521,4501,3944,312,1532,483,2147,1417,2914,1583,1443,1239,2373,907,49,1908,764,1455,2390,268,1034,949,1058,443,5677,1875,704,1368,6395,6607,6237,4229,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收利息(万元),--,--,0,--,1,--,1727,169,1727,187,1727,170,1710,187,1735,173,1604,98,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
其他应收款(万元),4421,3732,3902,2869,2778,2974,1803,1744,1351,986,1218,782,1447,1199,1210,1090,661,940,2061,1433,1432,1696,1491,1478,1784,1865,1402,1380,1061,1236,2160,1805,1233,1426,1243,1422,1100,1522,1041,837,879,473,456,838,698,594,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,63,--,--,--,397,0,197,331,570,0,110,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,
存货(万元),96310,76304,91635,73425,70895,55332,53415,41014,41133,46801,42408,47863,41035,45286,51427,46407,43849,42592,49694,49887,41793,41985,41773,40728,33562,33161,48426,46025,54512,47587,48150,42821,38377,25022,26797,22319,16721,15210,21589,26605,25605,16046,13767,13985,9815,3657,
