报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29381,81459,81803,78471,60661,76733,21666,35692,26117,66268,66360,66619,12189,17951,8506,12816,12235,10818,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4309,3537,3205,6344,2852,2248,2510,3348,1345,4019,1900,4280,2200,1685,600,1187,226,170,
应收账款(万元),56145,56410,48662,48890,52880,56203,42203,37156,31621,37560,36951,33564,32270,33820,36383,36397,26872,18620,
预付款项(万元),2623,2062,1886,961,861,521,1798,697,779,962,2392,593,3609,774,969,267,181,1022,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),280,337,279,72,178,--,139,117,150,66,--,39,39,13,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2453,3640,1932,1975,2110,2061,2322,1881,1852,1603,1835,1606,1866,1382,773,707,453,324,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18481,17120,19283,21936,21489,20599,23617,24918,26410,26543,25487,21533,15066,14093,9479,2460,2572,1884,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),47937,800,1340,1056,17600,--,41000,32200,47200,8000,1012,--,--,--,--,--,--,--,
流动资产合计(万元),161609,165364,158389,159705,158631,158365,135254,136010,135475,145020,135938,128233,67239,69719,56710,53834,42538,32839,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),813,813,3277,3465,3550,3690,3658,3804,3886,3154,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,15781,--,14955,--,12549,--,10561,--,10293,--,7260,--,7213,7118,7099,--,--,
累计折旧(万元),--,3392,--,3057,--,1691,--,1423,--,1192,--,1024,--,862,704,551,--,--,
固定资产净值(万元),--,12389,--,11898,--,10859,--,9138,--,9100,--,6236,--,6351,6414,6548,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12178,12389,11724,11898,10720,10859,9222,9138,9181,9100,6202,6236,6293,6351,6414,6548,6742,210,
在建工程(万元),94,--,0,--,--,--,587,405,226,158,117,--,--,--,--,--,--,4864,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1929,2032,1194,1242,1101,1162,1176,1236,1296,1354,1419,1466,1533,1600,1728,1856,2084,2340,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),335,335,1423,1423,335,335,335,335,335,335,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1471,1450,1482,1487,1379,1351,1095,994,824,1004,640,596,558,641,454,548,358,175,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),16821,17019,19110,19515,17085,17397,16074,15913,15749,15106,8378,8298,8383,8592,8597,8952,9184,7589,
资产总计(万元),178430,182383,177500,179220,175716,175762,151328,151923,151224,160126,144316,136532,75622,78310,65307,62787,51722,40428,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2500,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3726,3995,5476,6880,7617,7015,3994,6059,8194,10955,7712,2897,2862,4643,3441,5544,3636,3251,
应付账款(万元),20743,20782,20306,22689,21959,24325,16909,16148,16369,19757,17739,16267,12455,11266,9439,6505,8371,6256,
预收账款(万元),5504,5307,6352,7664,8390,8713,5407,7265,5874,7106,5715,7129,6004,4300,5706,995,748,1438,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),307,1700,337,676,963,2413,1113,870,664,1699,225,215,265,997,270,1108,914,805,
应交税费(万元),500,3261,1101,574,619,4292,774,1232,590,2075,660,31,334,4251,997,1370,1712,1040,
