报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
货币资金(万元),27459,36129,27110,26387,3287,6418,3046,6364,2670,4530,1943,7400,3769,1813,4257,25542,4728,4558,5656,6951,12488,10068,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),585,1215,1707,1677,215,273,104,550,169,476,384,198,120,95,548,204,105,102,1987,132,201,829,
应收账款(万元),79459,77701,69406,70319,57256,56161,53033,51467,51640,51242,46851,47918,48104,44714,37568,37252,35928,33950,26469,26687,16135,11478,
预付款项(万元),6463,5527,8441,2597,2866,2742,1139,392,1286,711,1174,526,905,453,1254,117,192,119,70,234,104,382,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),9341,6903,7426,3260,3635,2540,3166,1856,2711,2563,3082,1476,1895,2706,1398,923,1104,658,917,772,597,925,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16559,12872,15564,15071,5400,4738,4635,3882,3687,3551,2779,2502,2312,2222,2120,2088,2132,2706,1950,1759,1813,2361,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),13290,15906,28803,38595,--,--,--,--,--,--,--,--,6,7,96,116,32,--,--,--,--,--,
流动资产合计(万元),153157,156253,158458,157906,72660,72873,65123,64511,62163,63072,56214,60020,57111,52010,47241,66243,44221,42093,37049,36534,31338,26042,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1342,1433,1749,1599,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,34691,--,33554,--,26568,--,26521,--,23839,--,23508,--,15154,--,13481,--,13448,12525,--,11969,11571,
累计折旧(万元),--,11420,--,10388,--,7717,--,6936,--,6169,--,5422,--,4867,--,4422,--,3983,3597,--,2921,2142,
固定资产净值(万元),--,23271,--,23166,--,18851,--,19586,--,17670,--,18086,--,10287,--,9059,--,9465,8928,--,9048,9429,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),23540,23271,22828,23166,18520,18851,19222,19586,17302,17670,17927,18086,10197,10287,8947,9059,9245,9465,8928,8571,9048,9429,
在建工程(万元),7880,4516,3650,3676,48,48,78,84,2322,2291,2506,2204,9515,8956,8919,6079,4027,3597,1916,2021,1004,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9995,10197,10699,10603,2592,2608,2623,2638,2653,2668,2683,2699,2714,2729,2744,2759,2774,2790,2820,2835,2696,1170,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),182809,182809,182809,182809,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),271,311,313,315,28,29,31,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2080,2078,1966,1904,1441,1528,1387,1344,1226,1157,999,953,818,730,593,563,818,776,569,258,189,117,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
