报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),20201,21908,6628,1958,1459,2075,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),10,660,350,654,900,--,
应收账款(万元),73495,63685,51105,42722,31851,22420,
预付款项(万元),626,121,65,213,27,239,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),4490,3612,2853,4227,11778,10534,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),47217,51346,64319,53996,55418,44045,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),17800,13000,21000,16935,9935,8700,
流动资产合计(万元),163840,154332,146320,120704,111369,88013,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,73,75,49,35,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,26166,25406,25720,6435,--,
累计折旧(万元),--,4870,4093,3225,2039,--,
固定资产净值(万元),--,21296,21314,22495,4396,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),21433,21296,21314,22495,4396,4528,
在建工程(万元),--,44,97,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2586,2566,2662,2383,--,--,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,70,211,351,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),5658,5658,4097,3924,3598,1833,
其他非流动资产(万元),--,--,--,--,--,--,
非流动资产合计(万元),29677,29565,28243,28947,8254,6748,
资产总计(万元),193517,183897,174564,149651,119623,94761,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),31251,36830,29984,18479,21290,14672,
预收账款(万元),76633,66948,74063,72732,61799,54560,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1265,1148,4580,1649,629,481,
应交税费(万元),6752,7057,3020,4078,5357,762,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1010,772,417,633,281,346,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),837,837,837,837,215,215,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),117749,113592,112901,98409,89571,71037,
长期借款(万元),3648,3857,4276,5113,1129,1344,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),--,--,5,5,517,2221,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),3648,3857,4280,5118,1646,3565,
负债合计(万元),121396,117449,117181,103527,91217,74602,
实收资本(或股本)(万元),10800,10800,10800,10800,4050,2000,
资本公积(万元),34496,34496,34496,34496,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1189,1189,1189,46,1619,1000,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),25637,19963,10870,753,22731,17162,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),72121,66447,57382,46124,28407,20159,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),72121,66447,57382,46124,28407,20159,
负债和所有者权益(或股东权益)总计(万元),193517,183897,174564,149651,119623,94761,		
  
