报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),337352,513198,436927,351868,395399,341773,244069,210466,161938,155305,204071,182992,156322,156538,121392,163718,131097,96407,96933,99653,113635,123878,105145,124463,101068,63786,83114,169729,73791,60185,82136,79427,85123,65489,97126,83507,82581,78990,78177,81298,80577,106862,119545,107174,97838,88513,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,--,--,0,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,--,--,0,0,--,--,0,
交易性金融资产(万元),146439,2118,16279,6259,5358,7410,7024,6437,7429,10633,10297,13456,5927,4716,28,19,18,18,22,18,21,21,21,26,29,31,27,31,13,12,130,128,194,124,154,206,157,122,634,810,920,968,7424,6289,4475,406,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,--,--,0,0,--,--,0,
应收票据(万元),--,--,--,--,--,415,866,524,1207,1708,1389,1385,--,--,--,850,45,--,880,169,252,440,265,518,105,1199,1335,744,855,3081,1515,762,2071,1694,999,644,470,845,289,185,372,292,495,461,84,143,
应收账款(万元),41287,30665,28295,28275,34591,30016,29184,29402,39133,31239,25451,29970,35432,28440,29618,31034,32885,32931,28404,31942,30448,28399,21713,22002,30984,25129,24331,26705,29042,24007,21393,20090,17481,18619,17400,17955,20911,16452,22483,22793,26917,22194,18459,18871,18447,15447,
预付款项(万元),2558,2037,6108,1042,2575,964,9170,2832,1479,937,2667,334,7508,367,2916,2148,1532,1884,2168,2318,1683,2070,1556,2126,1584,1332,3318,2796,2773,2048,577,639,736,569,4158,4189,4566,3664,13097,12352,8370,7615,9154,8541,12241,7863,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,--,--,0,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,--,--,0,0,--,--,0,
