报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5870,6784,4123,3557,5687,5185,6475,10893,11454,14301,15237,6330,8706,33809,3784,2594,3472,4491,10475,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,
应收账款(万元),1744,1143,231,2022,1586,1340,222,1910,1540,1125,186,1968,1562,1174,246,2283,251,289,358,
预付款项(万元),773,439,398,787,786,700,505,605,602,360,291,1297,1046,721,383,1344,1119,1137,2417,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,31,30,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),615,524,265,583,439,398,381,323,327,393,221,359,259,353,199,283,166,188,291,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),583,616,640,633,608,561,618,684,663,700,703,683,644,661,695,797,945,921,949,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),22639,19531,24386,20368,23195,20299,18358,9203,6101,511,610,4779,4693,195,139,201,139,186,144,
流动资产合计(万元),32223,29037,30043,27951,32301,28483,26559,23649,20717,17390,17248,15417,16910,36912,5446,7502,6092,7212,14638,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),7439,7462,7550,7624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),101151,--,100809,--,101799,--,98880,--,100235,--,100179,--,96424,--,96499,95989,92773,--,--,
累计折旧(万元),38439,--,35560,--,34699,--,31589,--,30115,--,27888,--,28073,--,25737,24573,21200,--,--,
固定资产净值(万元),62712,--,65248,--,67100,--,67290,--,70120,--,72290,--,68351,--,70762,71416,71573,--,--,
固定资产减值准备(万元),53,--,53,--,60,--,60,--,62,--,62,--,99,--,100,101,109,--,--,
固定资产(万元),62659,63804,65195,66938,67040,66966,67230,68686,70058,71303,72228,68150,68252,69504,70662,71314,71464,60684,61497,
在建工程(万元),5129,4435,3015,1287,1400,2697,1848,1481,886,634,299,2981,2007,1389,963,588,580,8958,925,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10451,10540,10617,10706,10784,10873,10951,11040,11117,11206,11284,11373,11451,11539,11617,11700,11950,8589,8264,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1143,1230,1321,1245,1320,438,466,491,508,323,373,427,481,535,590,643,673,567,537,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),415,411,400,348,344,345,335,359,359,360,350,959,787,972,972,970,902,813,797,
其他非流动资产(万元),2375,1877,1253,1329,1205,1085,1055,886,886,886,1302,906,906,906,906,135,140,120,120,
非流动资产合计(万元),89610,89758,89352,89476,82093,82404,81885,82943,83814,84712,85836,84797,83884,84846,85710,85351,85711,79730,72140,
资产总计(万元),121833,118795,119395,117426,114394,110887,108444,106592,104531,102103,103084,100214,100793,121758,91155,92853,91802,86942,86779,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,--,--,5000,4000,11000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,1138,1138,--,--,35,254,51,--,--,
应付账款(万元),3899,3726,5620,4605,4502,3560,4028,3548,3565,3365,4767,2873,2722,2666,3825,3423,4007,3616,5678,
预收账款(万元),614,743,775,744,683,712,785,723,661,648,671,616,630,579,638,669,395,408,387,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4397,3294,5315,4879,4228,2879,4215,3274,2825,1950,3239,3024,2318,1683,2974,2764,2557,2029,1923,
应交税费(万元),2279,2003,1820,1826,1698,1458,790,1278,1331,942,645,1081,927,851,912,1053,748,1143,1778,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,4,46,46,51,67,66,66,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,1328,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1757,1524,1486,1605,1289,1010,1151,1129,1039,1055,1143,1038,1244,1668,768,900,806,956,1748,
