报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18730,35775,16896,16035,26961,21915,12495,7628,20319,19319,14504,26506,30647,25383,6539,25883,24601,19557,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3405,4700,1433,1343,4167,6762,1373,1726,1357,3301,1623,2053,2622,1865,512,813,535,627,
应收账款(万元),148413,183544,180887,170483,148343,171401,160338,155253,141618,157356,159021,147928,124355,135131,133781,92441,64297,51099,
预付款项(万元),4320,1332,2005,1713,2837,1330,2062,1181,874,400,660,314,287,1282,909,1440,569,913,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,47,22,--,3,4,22,16,74,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6927,7649,8294,6656,7090,6408,12861,8563,7214,6790,4592,4176,4067,4409,4095,3637,3154,2535,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),2366,3416,2578,2318,2895,2790,2605,2816,1472,1963,2180,2989,2109,3231,3331,3184,2483,1843,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),17805,17859,14936,14772,11317,12483,13944,16921,6011,20011,21764,13133,22004,--,--,--,--,--,
流动资产合计(万元),201965,254276,227028,213368,203633,223088,205680,194093,178887,209155,204418,197100,186091,171300,149167,127398,95638,76574,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),9011,8987,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),46421,20589,20296,18866,18874,18801,1533,1511,1497,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,18602,--,18353,--,18240,--,17847,--,15143,--,14910,--,14664,14643,14376,14015,13666,
累计折旧(万元),--,7582,--,7220,--,6622,--,6230,--,5708,--,5352,--,4840,4597,3919,3038,2206,
固定资产净值(万元),--,11020,--,11133,--,11618,--,11617,--,9435,--,9557,--,9825,10046,10457,10977,11460,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),10750,11020,11035,11133,11347,11618,11459,11617,9359,9435,9303,9557,9595,9825,10046,10457,10977,11460,
在建工程(万元),29006,26344,22281,18827,15935,12041,4977,4071,2243,1232,631,380,352,218,207,129,50,22,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
