报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),28666,32567,63829,52669,78393,71859,66033,75122,63647,67052,75977,74780,46586,12894,32037,38923,43141,45519,36873,39647,32747,35920,37594,41981,46735,51007,54845,58684,56363,60267,66696,7912,9237,8556,9226,8096,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),6736,4627,6335,12024,5819,3717,6500,12094,9977,8770,9319,9956,5891,12300,13833,11821,8345,5234,12803,16537,9239,7196,5583,6752,2636,2377,4708,9600,3196,3272,2845,4490,2610,1050,1085,0,
应收账款(万元),33842,39668,38139,36134,20127,21942,38065,40060,26671,29260,32244,33764,23748,21549,23354,25477,9827,8538,8469,9716,2656,3329,2321,2495,2754,3362,3943,4325,2222,1256,1530,1970,3329,1270,2011,820,
预付款项(万元),4770,2034,2254,3931,3954,676,3634,2577,3896,559,923,239,798,529,543,294,1507,1091,2902,109,3553,3707,2046,649,2101,3564,2106,1023,4091,2911,2254,813,124,154,3404,2822,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,110,70,--,33,--,--,--,52,--,64,113,78,--,288,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,49,145,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),29072,30748,12069,7743,12668,8444,6586,8087,9582,9767,6081,3230,17195,13659,2491,1633,5295,2681,2876,2051,5506,1839,1964,1340,1148,1367,524,528,1413,1476,1350,1212,726,336,1137,439,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
存货(万元),58782,58120,59682,61375,69278,67578,47305,43989,56067,54693,28012,28609,50005,44680,34119,35796,50606,51166,42630,42145,53475,48305,45133,46755,42424,30759,24346,21081,20114,19689,16447,13878,13157,12688,8534,12726,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),11069,11069,10761,11140,1014,1014,1014,1014,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),4349,7602,7956,5832,3717,3532,3516,3967,3723,3256,2513,2426,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),177287,186435,201025,190848,194969,178763,172656,186912,173611,173501,155069,153004,144223,105611,106379,113960,118830,114299,106553,110238,107175,100296,94640,100023,97798,92500,90584,95319,87399,89157,91122,30275,29182,24054,25396,24904,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),15378,15378,15378,15378,17838,17838,17838,17838,13348,11598,608,608,608,350,350,350,350,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),3646,3719,4088,3804,14193,15058,14207,14207,10000,10000,10000,10000,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),4068,4058,3927,3857,600,--,--,--,--,--,2600,2672,1459,--,--,--,--,350,350,350,350,350,350,350,350,0,--,--,--,62,4,28,62,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),1030,1036,1041,1044,1049,1055,1061,1067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,60400,--,30917,--,12659,--,12483,--,13219,--,12791,--,16538,--,15360,--,14784,--,14391,--,12183,--,5787,--,5621,--,1346,--,1099,--,1022,1013,0,0,0,
累计折旧(万元),--,11628,--,3359,--,2710,--,2340,--,2097,--,1773,--,1853,--,1500,--,1180,--,875,--,578,--,550,--,406,--,316,--,257,--,215,195,0,0,0,
固定资产净值(万元),--,48772,--,27558,--,9949,--,10143,--,11122,--,11018,--,14685,--,13860,--,13604,--,13516,--,11605,--,5237,--,5214,--,1031,--,842,--,807,818,0,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),48518,48772,36119,27558,24492,9949,10082,10143,11027,11122,10901,11018,10919,14685,14426,13860,13594,13604,13648,13516,12108,11605,11243,5237,5156,5214,1099,1031,923,842,790,807,818,648,632,160,
在建工程(万元),4744,5499,12188,9588,1793,15574,506,1135,44118,40532,14991,35972,28092,14115,10027,6965,4069,1331,1190,999,96,--,9,6079,3096,1856,882,386,--,--,--,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),71926,71618,70570,66228,66149,66870,68068,68021,26142,25914,25374,2433,2321,1410,1423,1425,1409,1421,1399,1411,645,652,626,632,638,633,628,632,635,640,641,646,647,657,645,7,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
商誉(万元),15053,15053,17635,--,0,0,--,--,111,111,111,111,277,--,--,--,--,--,--,--,--,--,--,0,--,297,297,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),530,633,642,500,275,275,275,75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),1239,1534,1596,175,180,184,189,193,179,183,186,190,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,12,3,
其他非流动资产(万元),550,550,1399,255,--,--,--,--,4464,5132,16663,15063,17905,17578,17623,19108,11401,10554,10897,11241,8584,8927,9271,9614,9957,10301,10644,10988,9128,4418,1114,306,0,0,0,0,
非流动资产合计(万元),166682,167849,164582,128387,126569,126804,112227,112678,109389,104592,81434,78066,61580,48139,43850,41708,30823,27261,27484,27517,21783,21534,21499,21912,19198,18302,13551,13036,10685,5962,2549,1787,1527,1304,1289,170,
资产总计(万元),343968,354284,365607,319235,321538,305566,284883,299590,283000,278093,236503,231071,205802,153750,150228,155668,149653,141560,134037,137755,128958,121830,116139,121935,116996,110802,104135,108354,98085,95119,93671,32062,30710,25358,26685,25074,
短期借款(万元),50300,50300,50300,22000,22000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,2500,2500,1000,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,17271,30694,43026,49686,39696,33435,38375,35239,30559,20924,19117,17925,13683,19326,22862,21282,15696,11630,11878,11286,8477,6844,10873,14507,10467,6481,7674,8393,8422,6852,5532,5107,3126,2413,1938,
应付账款(万元),--,68247,65325,65328,64148,82318,72918,83969,67469,70647,45351,49928,52533,43740,33855,35141,30570,30533,26701,29993,24891,20765,18495,21471,18006,15167,12865,16063,10571,8926,6304,9140,8770,8313,6180,6781,
预收账款(万元),3075,3006,4071,2872,7287,2236,3768,3477,2241,378,366,330,2057,376,2690,2725,3985,2695,5700,7008,4572,7657,7303,6970,2674,4752,4770,5481,2648,3063,3751,1174,1685,1513,8013,7274,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),808,829,749,917,427,394,349,1259,216,189,240,635,148,143,87,551,144,149,69,456,79,90,35,313,111,101,71,76,53,41,45,41,33,36,23,0,
应交税费(万元),764,1097,1332,1312,577,4567,3119,2434,1962,2988,2019,2290,1113,1322,1087,1727,2001,2077,1227,1338,2136,1314,1237,1081,1630,1152,751,1566,647,440,1158,1067,1027,869,728,2111,
应付利息(万元),--,97,209,63,141,--,--,13,39,41,42,29,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,16,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),19777,22073,23481,6802,8028,7803,8226,6981,7302,7274,7720,7437,2985,1593,1625,1658,1942,1821,2605,1605,1318,1194,1255,1281,1276,1395,1359,1296,609,728,941,342,237,97,1047,772,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
