报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),117171,118803,119777,116147,67241,60920,52275,52166,46788,52773,65503,76177,40946,51999,57220,53801,48733,47438,62371,61828,73942,83242,40364,37781,43757,39104,51923,57320,56374,57138,84186,55861,66768,74518,24537,26976,21369,31875,21950,21562,20214,21578,19320,19177,17441,16668,18174,17509,13248,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),--,54,26,--,--,--,--,--,--,--,--,--,--,--,42,64,68,69,25,53,119,--,--,--,156,--,--,36,--,173,63,53,--,--,0,--,1,47,48,43,37,38,45,5,3,3,3,14,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),34014,37481,36657,34685,31217,25626,30039,27817,25676,23513,25105,25290,21928,21534,22320,20427,22969,20535,15913,20027,20248,15866,12039,13280,12205,8583,11235,12329,14649,8959,4983,7263,8714,5142,4792,4164,6682,2400,2604,2907,3231,2712,1229,2535,2393,2338,1252,1148,2009,
应收账款(万元),81220,77413,79143,72656,72089,71981,68099,64163,61431,64351,59318,51447,54012,53590,53889,53511,50852,52433,51306,45925,46557,45252,45487,36331,37269,35982,34621,30139,33080,39291,37726,30866,31958,32814,33841,29807,26744,27366,22559,17814,19395,27286,24615,23210,23191,24406,19083,13833,14230,
预付款项(万元),1812,2476,2492,2290,1292,3292,3475,2953,1922,3574,2798,2275,1807,2337,2077,1951,1702,2041,1998,1815,1791,1969,2159,1573,1450,2497,4599,3286,3754,5102,4199,6395,8232,7373,4667,1320,1653,1175,1668,906,776,1166,1717,1373,1118,1432,1331,1201,944,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
