报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),2281,2022,2177,5223,1686,3568,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,10,--,--,--,--,
应收账款(万元),10873,10599,12252,10037,6119,5803,
预付款项(万元),933,545,313,131,161,58,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),95,115,185,201,397,393,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),3447,3000,2617,1543,1276,2050,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),515,142,57,--,--,1000,
流动资产合计(万元),18144,16433,17602,17135,9639,12872,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,29563,16591,15913,14020,--,
累计折旧(万元),--,8925,8134,6617,5356,--,
固定资产净值(万元),--,20638,8457,9296,8664,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),20364,20638,8457,9296,8664,10517,
在建工程(万元),3150,2387,11271,3592,23,361,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3372,3392,3355,3402,3440,704,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),3,--,557,1670,2881,278,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),626,633,570,409,244,50,
其他非流动资产(万元),842,916,3171,99,2366,370,
非流动资产合计(万元),28357,27966,27380,18468,17618,12280,
资产总计(万元),46501,44399,44982,35603,27257,25152,
短期借款(万元),270,270,--,2010,1100,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),4963,4139,3476,3360,1436,2171,
应付账款(万元),7153,7360,8650,7402,3061,2973,
预收账款(万元),75,53,43,25,51,26,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),422,403,560,430,385,349,
应交税费(万元),382,137,273,810,739,1363,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,300,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),85,83,123,17,64,32,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),555,505,519,--,--,--,
流动负债合计(万元),13905,12949,13645,14055,7137,6914,
长期借款(万元),158,158,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),2975,2982,5518,256,197,314,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),3133,3140,5518,256,197,314,
负债合计(万元),17038,16089,19163,14311,7334,7228,
实收资本(或股本)(万元),7500,7500,7500,7500,3000,3000,
资本公积(万元),11031,11031,11031,11031,319,319,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1097,980,729,276,1931,1461,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),9836,8799,6559,2485,14674,13145,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),29463,28311,25819,21292,19923,17924,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),29463,28311,25819,21292,19923,17924,
负债和所有者权益(或股东权益)总计(万元),46501,44399,44982,35603,27257,25152,		
  
