报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),48137,65514,47263,57344,79468,71467,59689,58528,100234,105013,165235,158038,44602,52234,50073,43394,42469,32407,
结算备付金(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),230,17,350,330,0,249,252,183,25,31,7,218,145,246,79,107,291,20,
应收账款(万元),57592,50268,57347,38175,42115,34040,39818,32033,42596,36685,46806,31498,42950,39878,30794,41078,29284,24011,
预付款项(万元),5444,4327,6073,3356,3619,3243,3059,3127,3197,3035,3431,3434,2674,2853,3026,2880,3251,2444,
应收保费(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),0,--,--,--,0,--,0,0,--,--,529,--,--,--,--,--,--,--,
应收股利(万元),0,--,20,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),7873,6404,2696,1926,1860,1659,1734,4259,1180,843,1208,1163,1401,1044,1301,1154,1934,2598,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),76092,88550,89120,85205,86881,95801,86481,67009,66445,71694,65877,48398,51300,62935,51043,62276,60636,49652,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
