报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),31741,34004,22046,16391,22074,19912,22961,18131,21578,16266,44889,16788,13379,27514,30440,31455,26123,22585,18533,8940,12306,10766,7857,13254,10670,7684,14428,17282,20862,11217,10071,13495,17576,14095,11015,10683,13934,12257,15897,13011,9805,10114,7155,11669,13469,13919,13204,13263,12403,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3276,1255,1244,2245,2175,1415,--,--,--,--,--,--,--,0,--,5,2338,2871,2778,--,2760,1426,2676,62,1301,1809,943,1001,874,1709,2471,4504,6196,3833,6168,3907,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,--,
应收票据(万元),2009,1536,1598,1721,1579,1306,1908,1753,1451,2449,2773,2757,2143,1441,1053,809,872,740,749,720,766,1130,1126,1042,1268,656,695,343,1071,844,840,731,527,758,837,574,467,538,475,394,633,1225,763,1286,894,722,697,240,429,
应收账款(万元),19401,16655,14246,14811,14860,10837,9778,10583,9418,6951,6804,6861,6523,5206,5443,5496,5796,7308,7587,7120,7666,7495,6433,7098,6282,7212,6543,5261,7676,5671,7569,5986,6083,6291,6050,6205,6162,6890,7010,6802,7229,8262,9760,8079,9727,11827,10241,10344,7587,
预付款项(万元),312,697,496,371,278,436,509,279,333,1529,840,254,152,276,171,213,90,514,503,311,470,480,561,791,355,511,732,621,574,989,2078,1257,730,626,749,807,542,393,671,831,766,1481,3951,1104,724,1568,1699,1144,3485,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,4,4,3,0,--,4,32,7,22,22,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,
