报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),84201,89548,83071,106823,96042,24443,30872,400577,38473,51876,56855,29861,89328,6606,14618,10568,29652,35843,30890,59358,48900,87111,135185,159649,15152,35819,11170,34809,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),45946,61944,88598,63695,46994,29042,25448,16499,31264,14790,12005,5952,3526,8638,7594,11146,23031,9709,44524,20796,13600,12571,24314,23504,27677,21702,16080,8093,
应收账款(万元),80358,81026,70009,90408,81241,76792,63573,60137,58957,63728,62764,60454,60730,48725,46690,31142,31269,37677,30081,27349,21646,17696,15539,19556,14835,6510,5740,6075,
预付款项(万元),34046,9908,6733,10739,6058,9628,7694,10345,7210,8180,11916,13560,16511,12651,11909,41648,45788,49523,50571,53627,35525,27093,14887,24622,12413,4365,23392,15280,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),52,29,72,57,111,81,92,--,--,--,--,--,--,--,--,--,--,--,--,--,649,629,494,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2352,2352,2352,2352,--,--,--,--,--,--,980,--,--,
其他应收款(万元),120,196,136,433,430,287,155,353,280,250,141,441,220,233,152,234,361,224,175,429,241,254,65,84,76,32,7,159,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),94540,115838,106377,91936,117844,107996,86419,82638,79356,77995,82058,95772,93167,102358,90191,99533,92121,60430,54847,59834,66137,55243,44892,32654,28384,22875,16326,8249,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,1222,767,3126,103876,138483,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2544,2756,1710,2016,6408,8753,8187,9230,8727,9807,8689,7124,7670,7133,7280,--,--,--,--,5090,35071,--,--,--,--,--,--,--,
流动资产合计(万元),341808,361245,357928,366873,358253,360898,360921,579781,224267,226625,234427,213164,271152,186344,178433,196623,224574,195758,213440,226483,221770,200597,235377,260070,98537,92283,72715,72664,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),44328,36930,42532,32145,25404,25195,24144,8002,8002,8002,8002,8002,8002,8002,8002,8002,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,20033,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),20516,20278,20334,20355,19902,21844,20934,20294,19455,18889,17941,41605,16291,15641,13988,13418,20920,36632,35080,33924,30888,30473,29817,31140,30631,28895,25200,3000,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),739499,--,723938,--,722581,--,613068,--,601455,--,498434,--,431982,--,415653,--,356825,--,244040,--,239965,--,238901,--,--,236510,229246,138251,
累计折旧(万元),272445,--,246032,--,219612,--,196491,--,174906,--,158071,--,140982,--,125851,--,111151,--,98525,--,88952,--,79123,--,--,59973,40295,53717,
固定资产净值(万元),467054,--,477906,--,502969,--,416577,--,426549,--,340363,--,291000,--,289802,--,245674,--,145515,--,151013,--,159778,--,--,176537,188951,84534,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),467054,472661,477906,489165,502969,409386,416577,420236,426549,332999,340363,327593,291000,282601,289802,260204,245674,140978,145515,146469,151013,155674,159778,162658,167279,176537,188951,84534,
在建工程(万元),133101,91387,92212,76573,65683,124320,116662,110370,100411,192025,167462,159958,187794,185704,167206,178588,166667,94012,69581,45720,34412,28096,12849,4910,3325,2183,5434,141880,
工程物资(万元),5241,601,337,253,0,36,33,61,79,619,942,1060,1109,1112,1098,2055,5906,9523,12477,12859,3986,887,311,--,--,0,--,764,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),107795,107139,107423,106651,106441,103018,102643,101654,100649,97279,96558,87736,87920,88103,88286,88450,88577,82813,79253,79242,76045,76138,64551,64788,64700,64923,16032,13420,
开发支出(万元),--,--,--,680,680,627,559,719,559,415,250,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),152238,152238,152238,152238,152238,152238,152238,152238,152238,152238,152238,126319,126319,126319,126319,126319,126319,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),7,12,17,86,79,51,20,25,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3254,4261,4189,4819,5517,5304,7309,7277,6403,5684,5856,4961,4390,4643,4870,2808,2720,3014,2896,2709,2741,2733,1961,2033,2048,3398,3548,447,
