报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),41746,39288,49154,57902,36974,26524,19722,23552,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),4,89,749,102,38,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1865,1994,1489,1054,911,1124,677,317,
应收账款(万元),47339,45018,42395,34976,34581,31981,26395,23187,
预付款项(万元),364,289,225,330,244,164,191,2018,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),3734,3093,3099,2650,1912,2072,2043,5929,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),32987,31273,30869,27773,23758,23850,20467,17778,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),7789,3336,6411,2718,9640,5268,21301,13986,
流动资产合计(万元),135828,124380,134391,127505,108057,90983,90796,86766,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,125198,113936,--,--,--,--,--,
累计折旧(万元),--,45309,39211,--,--,--,--,--,
固定资产净值(万元),--,79889,74725,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),89258,79889,74725,64753,62153,60896,53061,42123,
在建工程(万元),18566,16399,12562,12498,6054,2675,125,1902,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),21164,21094,21159,13878,13739,11113,6568,6703,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),13590,13030,11727,11375,10849,10014,8257,6327,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),5269,5058,4396,3627,3429,3240,2334,1619,
其他非流动资产(万元),4303,5793,2230,1486,2700,1317,1749,--,
非流动资产合计(万元),152150,141263,126798,107617,98925,89256,72094,58674,
资产总计(万元),287978,265642,261189,235122,206982,180239,162890,145440,
短期借款(万元),1977,--,--,--,--,--,9113,9316,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),856,580,42,57,45,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),12317,11367,11100,9253,--,--,--,--,
应付账款(万元),20503,16738,16939,14587,10180,9451,9235,9003,
预收账款(万元),204,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3839,3530,5052,3171,3024,4131,3229,2253,
应交税费(万元),4771,4182,5030,4457,5570,4830,4947,4345,
应付利息(万元),--,--,--,--,--,--,7,--,
应付股利(万元),--,--,320,7072,--,--,692,314,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1149,185,156,168,100,2054,4260,2020,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),45616,36581,38638,38765,18920,20466,31483,27251,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
