报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),18943,19947,81999,7817,8383,12890,8917,12324,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,159,45,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),193,377,1163,531,351,240,543,65,
应收账款(万元),31548,28793,24438,26027,19246,17479,12574,11447,
预付款项(万元),656,367,574,256,64,356,248,355,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),55,51,--,--,15,87,73,141,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),547,253,550,431,456,905,639,345,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),10523,9527,11857,11226,9043,8389,7640,5843,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),9435,13302,1150,1606,151,2353,324,415,
流动资产合计(万元),71900,72616,121731,47893,37867,42743,30958,30934,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,54781,--,52266,33510,--,--,--,
累计折旧(万元),--,11902,--,10393,7957,--,--,--,
固定资产净值(万元),--,42879,--,41872,25553,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),61481,42879,41893,41872,25553,25699,25578,20941,
在建工程(万元),8921,22307,19048,17101,15221,6361,766,1593,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),7098,7139,6263,6272,5899,3842,1487,1504,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),96,99,102,85,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),779,791,540,591,571,364,286,268,
其他非流动资产(万元),--,--,--,445,599,914,1000,--,
非流动资产合计(万元),78375,73214,67846,66366,47844,37181,29117,24306,
资产总计(万元),150275,145830,189577,114259,85710,79924,60076,55240,
短期借款(万元),4000,--,25479,18842,20169,36477,28545,31064,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,65,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,4200,7660,9895,2312,300,400,5928,
应付账款(万元),11886,8795,7864,10497,5847,4518,3494,3721,
预收账款(万元),12,18,36,28,15,21,1,8,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1717,1329,1235,1528,1406,1082,757,586,
应交税费(万元),475,648,228,791,503,682,314,286,
应付利息(万元),5,--,76,49,63,130,105,509,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),763,784,8586,327,345,190,194,286,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),18857,15773,51164,41958,30726,43400,33810,42388,
长期借款(万元),400,--,15000,15000,9000,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),2901,2934,2132,2172,2324,1816,1723,1913,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),3301,2934,17132,17172,11324,1816,1723,1913,
负债合计(万元),22159,18707,68296,59130,42051,45217,35533,44301,
实收资本(或股本)(万元),25570,10228,10228,7900,7900,7900,7500,5000,
资本公积(万元),64600,79938,79613,18341,18341,18341,14133,1000,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),2574,2574,2574,2574,1292,530,106,432,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),35322,34326,28826,26278,16118,7950,2818,4517,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),128116,127123,121281,55129,43660,34707,24542,10939,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),128116,127123,121281,55129,43660,34707,24542,10939,
负债和所有者权益(或股东权益)总计(万元),150275,145830,189577,114259,85710,79924,60076,55240,		
  
