报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),242989,269333,252446,230040,186558,145094,96755,115486,134056,106614,117870,60111,127539,84633,133996,61198,162082,64078,95987,183206,143748,141632,141853,248135,138739,158195,173766,156389,211954,232368,321964,373339,303877,266776,234389,266557,396292,46530,49505,50687,51393,26704,26583,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收票据(万元),50353,55398,58424,55881,63518,82265,104042,86775,76725,70535,51123,52342,58221,55682,53631,69188,57391,46761,55883,46032,59046,69782,81019,69697,72835,88865,55344,65769,47358,58905,56595,34488,35301,26096,43315,39906,33720,18477,29565,45483,13805,6273,8677,
应收账款(万元),31992,13952,28824,41102,39667,20110,44968,57111,51479,32577,49804,63706,69463,53203,77275,68834,78474,41335,69679,43542,41784,35544,47410,38841,52233,22377,43962,56348,29834,27181,32649,45485,35327,22894,33266,29152,18014,8132,18925,24840,36690,13570,8004,
预付款项(万元),9704,9246,9327,9606,10014,9665,19457,28509,29757,52518,49386,39238,32187,40872,36363,36724,29283,37105,76423,63245,84924,59755,72876,69421,115720,84813,96834,74236,69045,25691,53009,16771,15920,9729,13328,53520,5422,4078,3502,2055,4986,1149,2093,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收利息(万元),--,98,--,--,--,13,--,--,--,--,538,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他应收款(万元),--,6369,2428,2258,2530,2385,2795,2606,3126,1503,1684,1425,51946,1061,4382,4498,5688,5295,4860,4431,4680,4072,4952,6128,6082,1221,2464,3492,2799,2069,3700,2576,3935,3133,1573,1204,1439,1346,2058,1523,850,1586,1811,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
存货(万元),22044,32847,37509,34917,38307,45862,40354,40024,33547,36728,33581,50400,53576,60272,63688,62856,48698,53178,50718,47545,44180,42951,36304,33548,23843,38630,38026,40390,41232,47313,37036,29123,22513,24381,16543,15846,11543,18230,9686,12885,18217,15190,9877,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他流动资产(万元),24040,27967,30091,36361,38636,42250,34523,37036,20253,23915,71906,74671,24457,25107,21750,21695,18915,19773,--,--,--,--,--,--,--,--,1676,1088,--,1417,--,11,--,--,--,0,0,0,0,0,0,0,0,
流动资产合计(万元),386771,415211,419050,410164,379229,347644,342893,367547,348942,324391,375892,341894,417389,320831,391085,324991,400532,267526,353550,388002,378361,353736,384414,465770,409452,394101,412073,397712,402222,394944,504952,501793,416872,353010,342413,406184,466430,96792,113242,137473,125940,64473,57043,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,28408,36448,10191,11415,14306,20437,27316,33617,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
长期股权投资(万元),29344,29344,32928,31547,31869,33154,44580,45937,63356,61020,57670,57365,54839,54959,340921,337819,334754,162757,91175,119584,119586,119594,119590,119596,119603,119617,118876,115298,114623,114642,24658,18671,16685,14700,14118,10618,10618,10618,10618,10618,10618,4410,1500,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
固定资产原值(万元),--,995934,--,1022592,--,800797,--,806375,--,800933,--,460572,--,463674,--,465654,--,464889,--,472600,--,458518,--,446682,--,441126,--,340968,--,335534,--,317477,--,306023,--,275209,0,140285,135879,133049,129897,0,0,
累计折旧(万元),--,199826,--,217319,--,225375,--,238483,--,224155,--,211939,--,204147,--,195799,--,186166,--,178436,--,167378,--,154430,--,142850,--,131543,--,122954,--,108313,--,98356,--,88705,0,84138,80028,77393,73973,0,0,
固定资产净值(万元),--,796107,--,805273,--,575421,--,567893,--,576778,--,248632,--,259527,--,269855,--,278723,--,294164,--,291140,--,292252,--,298275,--,209425,--,212580,--,209164,--,207668,--,186504,0,56147,55850,55656,55924,0,0,
固定资产减值准备(万元),--,3,--,16,--,35,--,121,--,125,--,126,--,140,--,195,--,198,--,223,--,223,--,233,--,233,--,242,--,245,--,404,--,404,--,421,0,421,421,421,421,0,0,
