报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),32060,55071,50857,51559,52787,70556,14225,12331,13368,10342,22197,5577,10439,9922,15507,12578,16593,21931,29188,28128,32218,35830,32824,64872,3820,6618,6119,6979,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8588,8179,3633,7424,4284,7105,20145,4792,2392,5801,3590,1511,4940,4948,7241,6581,5151,1560,771,3069,4927,6276,4088,2092,3332,330,--,330,
应收账款(万元),46412,46678,55045,49566,48199,52176,26781,27005,24301,23659,21438,22105,17784,15396,7241,6279,4564,4775,4023,3576,3297,3215,3842,3483,2909,2598,1228,748,
预付款项(万元),32769,27066,32155,25754,40882,19752,24198,19694,19877,13419,21384,5387,5356,8156,4955,4075,13061,13629,14472,6874,7665,5812,7886,8399,4914,3697,5747,1328,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,5,4,4,3,3,2,--,--,297,253,207,161,20,--,25,52,126,163,165,169,218,--,--,--,8,8,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),14314,19709,17499,9063,6496,7776,8309,8037,8276,7176,13201,7725,7500,7410,3949,446,308,650,1049,3484,3027,4818,389,318,331,175,59,194,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),69923,64593,44133,44565,47552,45241,5656,5034,4806,4647,6144,5094,5586,7259,3767,3876,4578,3812,3399,1259,1094,580,595,565,185,87,66,52,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6954,13566,9963,7920,10510,5993,964,43,1788,136,958,128,184,2063,185,281,426,477,299,389,435,389,576,873,872,801,413,94,
流动资产合计(万元),211020,234862,213290,195856,210714,208602,100281,76939,74808,65179,91660,50231,51995,55313,42866,34117,44706,46886,53327,46941,52827,57089,50419,80603,16364,14305,13640,9733,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
