报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10644,12802,13387,19982,12351,11738,13087,15162,21255,10924,8971,8774,4800,3061,4071,3423,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3941,5526,3939,2202,2030,2880,1714,2679,2630,3399,1430,2896,2871,1622,1244,1183,
应收账款(万元),6447,3506,5667,3407,4210,2673,3542,2805,3972,2297,3679,2419,1683,1373,1253,964,
预付款项(万元),916,310,829,658,628,236,705,156,126,46,241,163,219,249,628,213,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),557,39,608,24,43,15,26,18,36,7,23,25,153,190,189,7,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),3180,3386,3109,2093,2357,2359,2009,1940,1388,1489,1576,1702,1583,1621,1027,945,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14207,14079,10038,6523,14005,15005,12000,10000,2500,12000,12000,12000,--,--,--,--,
流动资产合计(万元),39891,39648,37577,34891,35625,34906,33083,32761,31908,30163,27919,27980,11308,8116,8411,6735,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,21099,--,16712,--,16610,--,15504,--,15221,--,14932,14168,12514,--,--,
累计折旧(万元),--,7327,--,4706,--,4140,--,3588,--,3083,--,2695,2097,1352,--,--,
固定资产净值(万元),--,13772,--,12005,--,12470,--,11917,--,12138,--,12237,12071,11162,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),13460,13772,13037,12005,11880,12470,11726,11917,12011,12138,12192,12237,12071,11162,2736,2596,
在建工程(万元),5210,3651,2899,2050,1249,527,910,708,529,392,111,49,203,961,6990,24,
工程物资(万元),2,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3854,3875,3915,2466,2481,2495,2509,2523,2538,2552,2566,2580,2609,2666,2723,2770,
开发支出(万元),2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4526,4526,4465,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),482,459,477,445,458,451,472,469,468,457,450,443,448,452,360,26,
其他非流动资产(万元),1162,708,777,807,699,436,72,98,149,105,--,--,--,--,--,--,
非流动资产合计(万元),28697,26992,25575,17773,16767,16379,15689,15715,15695,15644,15319,15309,15331,15242,12809,5416,
