报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),76088,59711,60593,34100,31301,41274,39907,37793,44448,46839,36095,41246,44216,38086,39852,37074,31303,30508,31540,44193,38039,35790,43216,22946,25947,26362,29310,28088,21681,22819,28651,25146,21032,24966,21406,18053,19157,17540,21437,17167,12760,15699,13293,14445,18054,21383,23463,20268,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1072,1168,849,974,1963,1178,1192,1292,1764,1730,1827,1946,1520,2200,2155,1932,813,767,770,791,657,554,593,547,949,971,937,999,1028,892,1144,1653,1513,1778,920,794,887,669,126,779,1235,1387,2534,2552,1686,606,526,526,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),36807,44482,44040,35376,42931,40643,32707,30232,27379,26406,22280,16186,19171,18740,20118,14181,20439,19525,16862,15492,16053,14692,13585,11584,12724,11025,10632,8306,12922,16540,6879,11892,8821,10895,7378,10438,10003,14816,9158,11419,15942,13067,11988,9900,7608,7463,6657,3399,
应收账款(万元),24433,26084,22133,21756,12718,8516,6423,2965,3630,3555,2946,2030,4097,1694,2048,851,1507,993,1225,994,1649,1474,1482,1250,2142,2309,2117,1941,2631,3230,3748,3138,3534,3472,4173,3760,4499,4266,4512,4692,4173,3955,4422,7050,9112,7860,7902,9074,
预付款项(万元),3374,3218,2710,2759,4002,3780,3634,2282,2147,1945,2540,1649,2484,2029,1435,1642,1456,5815,2063,2180,3298,2234,2453,2755,3182,1911,2792,2167,2986,2393,3017,2352,3037,2097,2734,1250,1667,2216,5481,3591,2015,2261,4285,2685,4274,3545,2951,2405,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),791,770,875,589,2650,6184,800,653,892,805,497,551,886,834,1247,882,1041,1278,2473,1056,3625,1740,4082,1844,2973,2554,2630,2510,8282,5125,9087,4576,11829,6610,9108,2924,6254,4112,6363,5208,7226,7947,8067,4477,9051,6541,8175,6404,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),35450,36093,37088,36508,32926,29708,48103,48405,28261,29132,27771,29306,27612,24682,21745,22299,18561,16404,16400,16204,15446,15411,15128,16377,15801,13842,13600,13748,11534,9521,10083,8350,7166,7644,7335,6420,7685,7997,8254,7676,8851,8768,8551,7723,10244,9063,8293,8018,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
