报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),30490,29670,36509,50173,26721,45613,27915,64159,112934,147123,103592,99149,101755,70281,93180,114416,116100,117806,110146,126795,78355,81369,99501,130738,85085,87855,99488,115021,55422,76235,111701,140670,6914,10266,19445,13959,7586,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
交易性金融资产(万元),77620,61457,75419,59962,60827,46035,63065,62809,49180,45085,55736,40082,56403,46982,54882,44756,49169,32606,49182,19222,33102,6552,44711,33357,29789,49214,13096,22941,17942,47917,34303,14262,23101,36795,29477,20375,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收票据(万元),30681,17650,23276,20178,15237,15846,30157,24391,19908,19837,19712,15112,12848,14517,8940,15871,15638,20526,15320,20018,17191,10009,11001,13076,10880,12875,19570,24427,21018,13326,5588,5509,4208,3003,414,4458,6060,
应收账款(万元),221345,252035,226702,214719,219584,213845,183500,192125,200944,181118,172216,174768,165220,156061,151353,146486,145375,140165,157659,129954,142994,134657,104208,96550,101862,102435,84342,105366,98231,91241,75075,73438,76233,73198,63434,68941,60686,
预付款项(万元),19646,13554,10905,5835,18225,10515,13230,8311,15966,7747,27566,27222,15764,8239,8713,9000,13280,10148,11752,9448,29294,17174,18437,6951,44984,41156,38890,5890,33118,37745,28759,28179,3883,3514,7952,1783,6977,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收利息(万元),--,638,--,39,123,201,1531,247,1365,434,2794,376,1655,334,1496,272,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,584,22,584,584,384,384,384,450,250,250,250,250,958,
其他应收款(万元),11916,10244,10592,10934,13566,13018,10694,8627,15643,16824,13194,12260,10228,8671,11420,9119,12460,9186,8070,6525,18164,6614,6008,5399,9117,7068,5097,5530,10236,7306,7532,4252,4102,4055,6469,8268,6463,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
存货(万元),130870,121657,109698,115129,130562,109724,103929,82974,85036,80911,82221,82528,94654,89958,85700,106413,122359,117353,109938,110015,117328,108253,122220,107658,121741,108914,103450,101267,119009,98478,107779,67390,73412,58720,63681,51163,42802,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,34,--,0,0,
其他流动资产(万元),3225,3147,2530,2900,3921,3259,3780,1627,1029,2970,5414,1365,2230,4663,1761,3088,0,0,0,1,--,0,0,4,1,0,--,--,1,1,0,20002,35,1,5,0,20,
流动资产合计(万元),525794,510051,495631,479868,488766,458057,437802,445270,502004,502050,482444,452862,460757,399705,417444,449422,474381,447791,462067,421978,436428,364628,406086,393734,404042,409539,364517,381026,355362,372633,371121,354152,192138,189835,191128,169196,131552,
