报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,
货币资金(万元),626755,810446,722010,716968,864139,903998,880743,914429,1757408,1636943,517770,279916,218486,--,215099,--,331184,278112,
结算备付金(万元),135318,162261,161764,188444,169569,140945,171866,233474,305793,337392,123648,67685,93343,--,62144,--,37787,62479,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),731643,718137,787435,659290,956228,942707,817500,761712,1171652,726444,624043,815156,425567,--,406353,--,389303,537615,
衍生金融资产(万元),1633,39,92,271,821,916,1006,1350,2576,3109,3474,3022,3016,--,982,--,3683,16170,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),67969,43858,38841,34119,41390,30603,31261,24432,29088,34197,18789,9568,7948,--,--,--,2268,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),36280,30813,37820,35451,39021,28220,27680,35343,34143,21412,19904,15819,11220,--,10057,--,9909,10516,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),14565,13607,14392,40577,41467,11594,12149,35910,47468,43930,21438,7990,5435,--,5238,--,5256,7491,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),466968,540212,601019,578036,495055,489464,679180,577926,432108,285391,163303,31485,69836,--,115047,--,80813,26539,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),415542,373020,397671,388345,377723,185660,149159,116560,130718,128055,89927,155482,99072,--,121833,--,100269,89813,
持有至到期投资(万元),--,--,--,--,--,--,--,--,25000,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),110097,111838,109560,97715,62911,57495,65036,61923,54384,155964,48594,40958,40126,--,42423,--,37279,28157,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),36145,36406,36672,36940,37207,37475,37742,38010,40069,40355,40945,--,--,--,--,--,--,5300,
固定资产原值(万元),--,27746,--,27163,--,26396,--,25480,--,--,23883,--,11699,--,--,--,11450,--,
累计折旧(万元),--,14171,--,12924,--,12228,--,11217,--,--,9200,--,8525,--,--,--,7239,--,
固定资产净值(万元),--,13575,--,14239,--,14169,--,14262,--,--,14683,--,3174,--,--,--,4211,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),13507,13575,13788,14239,14076,14169,14014,14262,14539,--,14683,2788,3174,--,3687,--,4211,4340,
在建工程(万元),3432,2773,2333,2399,2498,2478,1738,2070,17150,1384,1566,43810,36213,--,--,--,24001,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),25606,25446,25306,25447,25246,24710,25164,24858,25642,23844,24907,24972,25133,--,25400,--,25868,25542,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
