报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,
货币资金(万元),6388824,6356936,7061214,6906403,9108199,10258160,19043851,5181160,3924812,3308370,4852704,3660701,3787426,
结算备付金(万元),1242412,1438814,1594325,2536343,2024115,2325955,3424470,3126037,574004,437392,387059,454148,482717,
拆出资金(万元),--,--,--,--,30000,--,--,--,--,--,--,--,--,
交易性金融资产(万元),2743615,2755773,2710983,2936332,3925826,3892382,1592698,732210,514818,596983,499872,545306,537873,
衍生金融资产(万元),1604,1431,25,848,15623,2354,572,--,401,228,284,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),86513,93550,87614,77465,71238,76403,95973,45826,36783,30092,27842,--,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,32047,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),443780,404963,381864,355368,284875,216717,163432,88999,76616,63899,--,30036,24703,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,88530,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),608084,560015,747495,707006,542778,438896,615410,605002,382074,284074,283381,261432,252452,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),2832900,2173931,1672000,1300620,474116,2179069,576314,740482,81803,128384,166589,80952,32367,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3481359,3438049,3361018,3652414,3416117,3212519,1456894,1158353,999438,979013,825949,620853,370931,
持有至到期投资(万元),232030,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2201,2200,--,--,--,--,1961,2001,2056,1986,--,44245,39245,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,120518,--,120324,122315,120431,--,114215,114249,113905,--,114450,115076,
累计折旧(万元),--,93680,--,90403,90419,86403,--,87630,88064,85384,--,78782,76074,
固定资产净值(万元),--,26838,--,29921,31896,34028,--,26585,26185,28522,--,35667,39002,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),26962,26838,28554,29921,31896,34028,28804,26585,26185,28522,43625,35667,39002,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),35471,35276,35702,35424,35622,36336,35139,35516,35305,34925,35146,36281,34662,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),22328,22328,22328,22328,22328,22328,22328,22328,22328,22328,22328,22328,22328,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),6864,7624,8903,23963,46915,13102,11338,34765,22906,30820,7494,17438,19731,
其他非流动资产(万元),127500,129623,112093,111676,95865,31579,29643,34041,43510,33144,--,76305,64220,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
资产总计(万元),24398523,22944593,23491816,24588052,25628967,30065555,40683965,18002571,9032765,7828437,8471574,6429558,6148681,
短期借款(万元),184130,180870,181992,178542,175513,119051,156099,81212,106045,30269,--,1886,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,20000,--,100000,100000,36000,29000,--,30000,--,
交易性金融负债(万元),42225,53842,66179,71350,882,5104,963,--,--,--,--,--,--,
衍生金融负债(万元),9061,8484,4558,3800,7394,34144,13159,2408,1980,788,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),116529,121734,85594,100681,106949,111005,80474,45483,24013,16949,--,--,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),1652023,1619574,1673124,2449465,3364460,4485292,4722353,3273993,1116785,889839,641581,518344,314672,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),330813,310432,414240,403681,381598,554380,510511,293267,146875,128772,84302,110484,117025,
应交税费(万元),22015,23652,12852,22103,38550,108073,106483,57749,4772,13022,--,10348,5750,
应付利息(万元),114956,83650,161874,173171,125323,250821,188294,37650,25212,9675,--,1029,530,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,94198,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
