报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),16287,18034,22557,12346,9609,8853,7931,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,10,40,--,--,
应收账款(万元),57846,49626,41585,33602,33748,34945,31129,
预付款项(万元),409,455,122,140,111,32,160,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),8030,5405,3828,4373,4261,3301,3213,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),24502,22460,21882,19052,15172,12164,9611,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),100,198,71,8,4,510,612,
流动资产合计(万元),108083,97089,90954,70442,62943,59804,52655,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1810,1810,550,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),630,673,743,682,690,678,672,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),104,106,110,112,1036,1067,1099,
固定资产原值(万元),--,29593,29119,--,--,--,--,
累计折旧(万元),--,9029,8451,--,--,--,--,
固定资产净值(万元),--,20564,20668,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),20620,20564,20668,11714,11707,12480,13023,
在建工程(万元),7634,5917,4318,10505,3999,192,112,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),360,--,--,--,57,29,29,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),6194,6231,6276,6282,6375,6577,6687,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,2,2,2,2,2,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1748,1756,1379,1603,1405,1029,690,
其他非流动资产(万元),414,610,695,1790,2292,--,--,
非流动资产合计(万元),39516,37667,34739,32691,27562,22054,22314,
资产总计(万元),147599,134756,125693,103133,90505,81858,74970,
短期借款(万元),400,800,800,--,--,--,3780,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),14452,14244,15995,12443,9395,9987,8158,
预收账款(万元),24513,23818,17704,12666,11212,8259,6256,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),2799,3643,1267,1507,1641,1279,573,
应交税费(万元),2281,2045,4959,1676,4206,6304,6954,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),378,378,--,324,--,255,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),8118,6459,5561,4921,3847,9814,5508,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),4100,2900,1000,1200,3100,--,4000,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),57040,54287,47287,34737,33400,35898,35230,
长期借款(万元),16800,12000,14850,15750,4900,4000,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),16800,12000,14850,15750,4900,4000,0,
负债合计(万元),73840,66287,62137,50487,38300,39898,35230,
实收资本(或股本)(万元),5400,5400,5400,5400,5400,1500,1500,
资本公积(万元),33782,33782,33782,33782,33782,1000,1000,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),1707,1707,1707,477,477,1729,1729,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),32869,27580,22668,12986,12545,37731,35511,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),73759,68469,63557,52646,52205,41960,39740,
少数股东权益(万元),--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),73759,68469,63557,52646,52205,41960,39740,
负债和所有者权益(或股东权益)总计(万元),147599,134756,125693,103133,90505,81858,74970,		
  
