报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11996,11131,11614,12638,26703,2674,3294,3351,1439,2702,1941,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7839,6225,5749,5818,6062,4493,4680,4609,3813,1627,1808,
应收账款(万元),19058,21015,18414,15542,13268,13195,12432,12353,9094,8145,6845,
预付款项(万元),385,412,473,91,364,199,125,253,344,1005,517,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),78,78,89,33,209,639,615,560,456,208,49,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),5555,5036,4078,3322,3382,3888,4183,3727,2801,2281,1412,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9050,9050,9000,9118,--,--,--,196,--,--,--,
流动资产合计(万元),53961,52947,49418,46562,49989,25089,25329,25048,17947,15969,12572,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,15367,--,14649,--,14373,14028,12753,11337,9488,5266,
累计折旧(万元),--,6258,--,5731,--,5223,4663,3752,2927,2395,1961,
固定资产净值(万元),--,9109,--,8918,--,9151,9365,9001,8410,7092,3305,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),9441,9109,9178,8918,9122,9151,9365,9001,8410,7092,3305,
在建工程(万元),4392,3596,392,320,86,79,--,--,--,25,63,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2580,2399,2424,2446,2570,2492,2550,338,293,261,262,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),37,63,71,88,107,129,184,153,257,73,62,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),53,58,62,54,50,68,67,45,26,38,43,
其他非流动资产(万元),368,266,464,121,--,165,--,--,--,--,--,
非流动资产合计(万元),16871,15490,12590,11947,11935,12083,12166,9537,8986,7490,3735,
资产总计(万元),70832,68438,62008,58508,61924,37172,37495,34585,26933,23459,16307,
短期借款(万元),9051,8381,6519,6415,11907,12070,11162,11071,7145,7977,2346,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2446,2157,2292,1745,1601,1614,1232,1254,1233,194,--,
应付账款(万元),9054,9888,6098,5061,5457,3746,4260,3920,3275,4264,1960,
预收账款(万元),193,167,97,92,67,92,29,28,20,34,91,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),672,512,449,843,687,541,624,796,506,491,649,
应交税费(万元),637,546,593,550,303,319,411,242,344,89,248,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,3000,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),276,275,271,27,24,43,6,9,14,3,9,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),22329,21926,16319,14734,20045,18424,20725,17320,12536,13051,5302,
长期借款(万元),119,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),77,81,85,89,95,97,105,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),196,81,85,89,95,97,105,0,0,0,0,
负债合计(万元),22525,22006,16404,14822,20140,18521,20829,17320,12536,13051,5302,
实收资本(或股本)(万元),13334,13334,6667,6667,6667,5000,5000,5000,5000,5000,2162,
资本公积(万元),17397,17397,24064,24064,24064,3911,3911,3911,3911,3911,1836,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2066,2066,2066,2066,1546,1546,1546,1105,619,150,801,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
