报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),54779,77675,54887,47745,33560,79918,55085,31841,140001,28982,66965,21485,76116,106352,38084,75267,108547,114536,125376,86468,113694,179246,68210,50417,51121,62194,67677,82449,36996,30498,74336,104633,68778,56412,54231,53755,74382,76299,49905,63873,63303,70294,18275,35546,63407,60165,54539,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,350,350,377,377,350,350,450,450,450,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,106,302,559,521,299,289,495,2513,5257,3813,4271,3095,9940,1728,990,1445,2612,100,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收账款(万元),14214,13423,15258,12830,13018,14429,13112,10676,13608,14185,16949,29844,31147,38877,37941,39420,44626,49367,47348,44008,66273,31066,18222,27281,26818,32750,27854,14380,10135,1760,8406,952,521,582,1315,486,555,552,377,666,905,1425,1252,1279,398,514,302,
预付款项(万元),964,1011,6366,16449,2027,1617,1525,7869,3780,3716,2977,29775,36861,33016,41330,57003,68915,154132,120982,230437,174830,144862,97423,94395,102637,53475,29442,73833,46759,46686,43266,42158,40142,41164,46378,43103,41775,41177,37030,36511,30565,17752,13966,7772,8034,11012,12539,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,191,191,165,--,--,--,--,84,1868,1855,62,139,47,130,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2009,2309,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
其他应收款(万元),46068,46193,46199,67614,72034,73393,91038,102003,98350,122469,158137,70042,73926,73391,79334,78352,54175,62842,59150,31235,36347,36004,28469,14761,16733,14977,14285,11322,9040,9769,10379,6466,2678,2080,1351,605,514,813,273,1122,516,1407,533,915,770,3184,3395,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
