报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),20303,6962,7987,3285,5257,11111,9080,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),420,600,10,54,127,--,--,
应收账款(万元),9170,8887,10728,5004,3404,5715,4421,
预付款项(万元),5130,3776,3727,862,166,474,218,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1237,1577,238,184,195,228,2302,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),2908,2127,2601,3533,2792,1158,367,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,511,--,--,
其他流动资产(万元),8183,7054,76,3803,3130,--,97,
流动资产合计(万元),47351,30982,25367,16725,15582,18686,16485,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,7355,7238,7271,5709,--,--,
累计折旧(万元),--,5256,4803,3753,2640,--,--,
固定资产净值(万元),--,2099,2435,3518,3069,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),2055,2099,2435,3518,3069,3147,3063,
在建工程(万元),168,163,--,33,1085,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),9703,9766,9910,10280,639,1051,1852,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),2615,2762,3236,4207,750,1126,1165,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),--,--,--,35,8,--,22,
其他非流动资产(万元),--,--,96,259,8678,3942,291,
非流动资产合计(万元),14542,14791,15676,18332,14229,9265,6393,
资产总计(万元),61893,45773,41043,35056,29811,27951,22878,
短期借款(万元),--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
