报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),29281,38170,19945,13424,36640,34128,30937,40837,33661,55829,9248,7246,16991,19831,17792,24968,23644,32112,32825,37072,39809,45465,42918,47563,4442,7957,3467,2769,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1953,4749,3190,1269,1194,328,1750,1493,1273,1050,657,839,1469,1261,1562,698,852,2111,1086,950,10,894,616,600,1529,820,1220,1099,
应收账款(万元),36990,33652,35494,46205,34572,33010,39456,40545,32985,33372,23497,24592,24125,28477,26393,26503,22930,26631,10977,13279,11462,12743,5547,6787,5665,5745,3093,2946,
预付款项(万元),12923,9414,33523,7366,11190,9308,20607,18199,19908,18163,12399,9547,6669,5463,4328,7274,6309,4332,3012,1928,916,2343,520,1525,1052,1031,633,521,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),134,134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),7190,9888,10877,8985,8502,7404,977,861,3673,928,1710,3114,3228,2731,819,1975,11830,1579,424,478,313,372,540,109,192,17,354,125,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
存货(万元),72958,73303,76991,68831,64683,57120,36538,30923,28234,28839,68108,58557,49472,39915,24190,22331,20732,18790,25931,21697,22142,19244,17491,14233,13335,11204,8463,4564,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),255,1952,1943,1774,1566,2337,283,402,339,484,173,100,121,152,--,--,--,--,--,--,--,--,--,0,427,427,239,--,
流动资产合计(万元),161684,171262,181963,147855,158348,143635,130547,133260,120073,138665,115792,103994,102074,97828,75082,83749,86298,85555,74255,75405,74651,81062,67630,70818,26641,27201,17470,12024,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),7653,7653,5201,5201,5201,5201,5000,5000,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期股权投资(万元),6163,6039,8559,6691,6609,6519,5900,5894,5824,5679,10833,5611,4479,4299,3970,3957,3817,3862,3966,3987,4000,--,--,0,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
固定资产原值(万元),--,39193,--,37574,--,33361,--,28246,--,27410,--,27012,--,26614,--,22227,--,12342,--,8871,--,8176,--,6086,--,6070,5764,--,
累计折旧(万元),--,10776,--,9634,--,8573,--,7749,--,6961,--,6189,--,5447,--,4787,--,4258,--,3859,--,3496,--,3277,--,3054,2627,--,
固定资产净值(万元),--,28418,--,27940,--,24789,--,20497,--,20449,--,20823,--,21167,--,17440,--,8084,--,5013,--,4680,--,2809,--,3016,3138,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),28158,28418,27751,27940,24501,24789,20796,20497,20662,20449,20690,20823,20919,21167,20630,17440,8409,8084,6212,5013,4880,4680,3023,2809,2915,3016,3138,3360,
在建工程(万元),1813,960,1307,1502,2101,1890,691,895,435,538,137,46,22,--,8975,135,6298,5892,4841,3414,1555,1327,957,761,761,758,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,--,--,--,0,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
无形资产(万元),53127,53066,46817,47241,47645,47544,46132,46843,41414,40178,482,502,522,542,554,577,600,622,645,667,690,705,728,751,773,796,881,94,
开发支出(万元),52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
商誉(万元),22065,22065,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期待摊费用(万元),26,26,237,79,142,61,197,82,38,38,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2342,2385,686,683,679,724,1207,1147,766,811,671,648,648,647,444,445,435,442,145,145,145,145,37,59,37,53,25,23,
其他非流动资产(万元),--,0,--,--,--,151,80,508,470,470,296,294,454,454,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
