报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,
货币资金(万元),6762090,6771034,7427390,7198127,7288637,7219431,7999559,6268210,5744907,5720643,5841718,5909944,6187948,7107345,6901732,7064434,7088396,7159717,7749931,8237412,7477826,6314585,6161011,6274558,6583453,6726815,6466394,6708740,6327491,6647178,6999645,6945056,7184646,1878089,1812694,1897044,1907427,2129185,847281,709524,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),115305,127988,132516,121452,117455,126309,88810,92220,116418,154875,97383,104895,132516,184140,163585,170402,157288,184310,148443,156154,139922,155482,127722,117419,131632,163005,141111,169217,222046,203396,120108,118758,153759,134688,131633,96086,58128,60881,37991,30445,
应收账款(万元),980838,961736,1008967,1119193,973158,994577,1139793,1396756,1216815,1090411,1303203,1337487,1562637,1942031,2080147,2235964,1939280,1922453,2187381,2184874,2211364,2187714,2125213,2255277,2208727,2289493,2988868,2928792,2611997,2243742,2019555,1942991,1538966,608270,547380,510365,458278,347107,293220,216290,
预付款项(万元),1081033,952542,1041380,968800,1034971,797640,730587,1104168,889141,849968,881623,1017686,901769,989635,1273751,1267346,1378509,1419260,1451318,1370353,1198529,906906,803201,790122,634280,535041,781980,843935,1073551,859088,1052858,989017,977499,193246,264060,247507,272124,242283,244423,252243,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),183214,158732,133406,159201,140842,113909,105091,145564,182986,204099,170137,165616,158893,148536,127225,137749,120661,116243,104278,167360,170250,140071,117065,166650,207577,177543,137307,108239,92927,65554,59224,244936,254368,--,--,0,0,0,0,0,
应收股利(万元),815,46083,699,699,699,699,570,--,--,7273,25,25,25,25,18,18,82,116,132,279,132,165,206,206,149,149,374,1767,1208,1396,198,759,201,616,--,0,0,0,6,485,
其他应收款(万元),--,125467,--,86558,105712,72751,116086,99209,57170,71290,122518,95186,71949,94553,77303,81013,77371,63615,95517,118592,103255,35782,112017,81534,70295,45824,118077,102976,98681,58599,81628,47017,53722,26097,35611,34573,47695,37395,43024,29576,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),2773945,3925971,4831601,4689881,4557465,4276673,4647523,4549527,4389147,4077596,4172852,4083806,4315207,4413974,4398882,4029282,4031651,4240860,3823137,3213131,3298495,2749939,3184933,3095242,3212673,3193419,2679916,2748913,2992441,2381551,1997981,1837438,1460688,570010,591581,568517,535169,534227,569584,615565,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),54676,60462,41204,41204,41204,41204,42489,42968,35000,2941,1800,1800,1800,1800,--,--,--,--,188,188,426,426,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),82202,67909,186306,180170,179489,194803,314545,419484,414956,411741,285624,173858,191045,201259,192677,178411,215207,207340,215530,199128,197659,178313,221442,215198,211763,223137,7791,6536,8820,2501,1218,1286,1944,--,--,0,0,0,0,0,
流动资产合计(万元),12230489,13197925,14929515,14565285,14439631,13837996,15185053,14118106,13046538,12590838,12876884,12890303,13523789,15083300,15215321,15164619,15008445,15313913,15775855,15647472,14797856,12669384,12852808,12996207,13260549,13354425,13321819,13619115,13429163,12463005,12332414,12127260,11625794,3411015,3382959,3354091,3278822,3351077,2035529,1854129,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),--,119231,131534,130273,120476,120609,120856,120838,120862,120862,1273463,1269961,30785,32194,54835,55411,58473,57517,59431,2432,2432,2350,173,173,173,173,185,185,353,103,222,1173,1828,--,--,0,0,0,195,108,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,28,28,28,28,28,28,28,28,
长期应收款(万元),306053,298595,407794,387072,349842,338510,262934,258559,253693,243209,94923,59678,52733,50257,--,--,38880,--,--,--,--,--,--,--,--,--,2676,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),816414,781848,796393,795866,787286,782678,768049,770712,686284,684121,41183,41166,53526,56379,55263,57965,58298,55137,54748,107615,108262,107037,107431,107456,108203,107738,111288,109459,112868,92487,93278,94462,90851,40055,39743,39517,38379,37529,38916,40222,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),227,228,230,231,235,235,237,238,239,241,247,247,2916,2957,2971,2997,3763,3048,3077,3098,3117,3139,2924,2945,2965,2892,2758,2782,2807,2831,2796,2844,2868,2892,2901,2925,2949,2973,3022,3070,
固定资产原值(万元),--,4858712,--,4986636,--,4950891,--,4822415,--,5012184,--,4797130,--,5491533,--,5165183,--,4835678,--,4430582,--,4100403,--,3699007,--,3664319,--,3483736,--,2966055,--,2783160,--,766346,--,694232,0,660976,608014,594083,
累计折旧(万元),--,183735,--,1805251,--,1714787,--,1638039,--,1652851,--,1565113,--,1757629,--,1660790,--,1514251,--,1433819,--,1242625,--,1167556,--,1088553,--,1018294,--,829364,--,773677,--,301836,--,284442,0,266040,253724,241360,
固定资产净值(万元),--,4674977,--,3181385,--,3236105,--,3184376,--,3359333,--,3232016,--,3733904,--,3504394,--,3321427,--,2996762,--,2857778,--,2531451,--,2575766,--,2465442,--,2136691,--,2009483,--,464510,--,409789,0,394936,354290,352723,
固定资产减值准备(万元),--,4262,--,829,--,829,--,1639,--,1648,--,838,--,1138,--,1138,--,1138,--,1138,--,1138,--,1138,--,1138,--,1139,--,1105,--,1158,--,900,--,900,0,900,900,900,
固定资产(万元),--,3017099,3188344,3180557,3189029,3235276,3207266,3182737,3312465,3357685,3203519,3231179,3532350,3732767,3570383,3503256,3425793,3320289,2977801,2995625,3030107,2856640,2527485,2530313,2550995,2574628,2450381,2464303,2285282,2135586,2000715,2008326,1986324,463610,410799,408889,415473,394036,353390,351823,
在建工程(万元),--,517945,527834,543131,538870,524465,569496,634520,654150,629418,790634,764388,852318,897327,1044238,1108634,1096539,1051192,1303391,1242039,1165900,949022,1202897,1171471,1114824,1063362,1072573,1021841,1149438,813922,803852,717852,729761,325786,295041,265389,246020,235837,189144,169692,
工程物资(万元),--,812,--,1009,154,73,400,493,342,240,543,1057,1323,992,833,850,892,880,901,886,853,849,1610,3174,5166,5009,5152,4776,3522,3502,3499,3236,9090,--,--,0,8,7,9,7,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,249,--,--,--,--,--,628,445,401,--,248,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),458211,508042,537590,541407,546137,550564,564073,569908,585153,586327,573866,579113,637522,650435,633982,633851,625886,598164,597275,600627,603516,534519,532510,535638,538712,542261,532066,534591,525869,421880,415356,411835,406109,138115,138127,137583,138001,137558,132458,134206,
开发支出(万元),62337,60483,60149,58188,55167,53321,64871,63110,69646,60710,56324,57427,48631,45350,51755,45443,44684,27705,14726,15482,10793,5084,4901,3388,2199,1648,1632,1077,4350,1377,534,300,300,--,--,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),11586,19317,18901,19386,12578,20624,19058,19174,16265,25250,23395,25052,11201,27134,9987,11743,11669,11233,9603,10723,10633,11868,9214,10383,11600,12887,9398,10426,12802,12435,13458,10762,11478,2196,2299,2187,2323,2327,1674,1506,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),56865,60192,37262,36843,37854,37342,57310,56004,55895,56474,82335,83155,95756,95234,94054,110714,87217,87504,82896,83102,83937,81624,86863,89216,89448,89428,92645,94304,80455,71438,77000,81474,80338,17868,15294,17321,15671,17610,20004,21837,
其他非流动资产(万元),32440,38106,43123,44455,41934,43177,46485,47469,35849,72919,78604,77164,65252,89447,91342,91968,155190,123936,125151,134398,105777,119513,163034,117468,103823,161948,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),5249757,5421898,5749153,5738418,5679562,5706875,5681034,5723762,5790843,5837455,6219034,6189586,5384313,5680471,5609643,5622831,5607284,5336607,5229001,5196028,5125577,4671644,4639043,4571625,4528110,4561974,4281382,4244188,4178146,3555562,3410958,3332293,3318975,990550,904231,873839,858852,827905,738841,722498,
资产总计(万元),17480246,18619822,20678669,20303703,20119194,19544871,20866086,19841868,18837382,18428293,19095918,19079889,18908102,20763771,20824964,20787451,20615729,20650520,21004857,20843500,19923433,17341028,17491851,17567832,17788659,17916399,17603201,17863303,17607309,16018567,15743373,15459552,14944769,4401565,4287189,4227930,4137673,4178982,2774369,2576627,
短期借款(万元),870012,976923,947143,1191099,1314603,1122723,1119691,2052217,1881322,1851332,1771439,1681799,1481782,1655599,1706438,1635537,1657150,1773341,2722410,3047571,2628605,2531169,1862789,1751602,1516920,1456472,1524747,1546501,1491507,1027299,954133,676965,571601,164146,105116,139315,99505,145455,182987,159080,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),42775,43024,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,487983,--,304372,371843,279569,288797,287141,307073,304720,237973,299519,362851,466251,513804,506233,545972,577118,565692,492000,550574,454810,444648,388520,332628,369789,382866,341953,352250,215701,295525,256543,322374,177283,151212,114745,100404,106573,109512,61393,
应付账款(万元),--,3363326,--,4336886,3948821,3967810,3857348,4437862,3794232,3387252,3167677,3046802,2771423,3206376,2734901,2990279,2966129,3499457,2760068,2727545,2716236,2690073,2800496,2821051,2607011,2803979,2572120,2430344,2557107,2303063,1693796,1705398,1361483,490081,466399,440319,387146,355743,273335,270605,
预收账款(万元),1167283,1158612,1635536,1497787,1580798,1177625,1644270,1661622,1399171,1630539,2041439,2220709,2611244,2830724,3099810,2874619,3186874,2741524,3095508,3211749,2784733,1636722,1891862,1973765,2547188,2623948,2907066,3552499,4053686,3967794,4367801,4490065,4438538,449393,511704,550189,595381,629543,864010,1047736,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),44326,32856,37693,28805,41987,29431,31311,35927,44817,34880,44244,33338,53735,48823,65399,53892,60468,49928,45653,48553,47462,48037,49250,49398,47899,48278,48945,47034,43866,42284,39904,38926,37196,21530,27859,29965,25109,22033,28589,19844,
应交税费(万元),10425,30591,96324,42829,23186,61201,34752,20450,7113,29150,15946,11022,34025,30865,16263,20112,30318,46448,18857,22061,23623,49096,16089,7417,164,15975,-150630,-220613,-198249,-182492,-115883,-92609,-87696,39424,19918,19454,24961,27924,14249,17549,
应付利息(万元),1850,14234,51238,39626,19396,19508,27875,23170,16128,14371,13340,11338,7768,17136,10367,8533,6542,9434,5987,6309,9335,16879,12394,7990,5486,20252,15206,8787,5103,16256,18606,13440,34666,--,--,0,0,0,0,0,
应付股利(万元),3352,3352,3152,28713,3545,3545,3785,3594,3707,3707,3894,4034,4586,4586,4388,74673,4745,4853,20585,21010,5396,5355,4810,100062,5580,5580,5860,22702,27071,20587,19649,20417,7114,1831,1779,31303,1721,1925,516,19364,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),--,349950,--,395411,439569,459740,503158,414300,421768,398206,483024,497665,648308,692828,516136,484662,505686,398164,396810,366850,372471,376927,332073,360172,392990,403561,344918,391179,565706,317853,337653,302056,269019,161873,180181,144173,171977,148601,131462,120865,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),409077,474270,878276,1228719,1448636,1541370,2659974,1755540,1507285,1881534,1319720,1632826,1457812,2029448,1788474,1966221,1395507,1434696,844372,748024,1297360,1329354,2109871,2385159,1859904,2087313,662335,669552,634932,517092,33335,567619,1254053,64400,32000,59500,2000,27100,0,0,
其他流动负债(万元),452,356,578,421,467,496,276,728,378,175,889,738,1137,152,1253,599,1128,531,1406,676,383,166,780,693,2156,1852,3441,3493,31295,2511,29982,12801,8968,--,--,0,0,0,0,0,
流动负债合计(万元),6679732,6935477,9252911,9094667,9192852,8663017,10171239,10692551,9382993,9535864,9099584,9439791,9434671,10982788,10457234,10615360,10360518,10535496,10477349,10692349,10436177,9138588,9525061,9845830,9317925,9836998,8316874,8793431,9564275,8247949,7674501,7991620,8217316,1569961,1496169,1528964,1408205,1464898,1604661,1716436,
长期借款(万元),1551592,2548830,2278927,2087113,1840544,1828438,1599357,2230279,2873705,2358511,2796193,2438381,2673041,2951658,3290374,2999973,2983095,2881958,3331749,3008684,2302973,1996725,1832614,1694450,2440143,2122760,3341556,3211494,3057554,3046009,3323301,2857532,2177723,262200,297600,278490,336800,353800,350300,109920,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,325800,367557,364320,381873,506933,723897,717013,710355,701691,695026,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,4482,471979,631,532,552,552,552,672,672,3,3,3,27,51686,52285,38080,32121,68,66,63,57,54,52,49,47,1656,57,1650,300,780,600,692,644,839,688,975,915,1011,94,
专项应付款(万元),--,430933,--,462259,449263,430047,455101,488374,473881,452379,487938,476999,624824,610765,615912,615757,602547,588980,548871,522920,508664,362143,375589,360382,340209,325167,329594,320133,343002,248937,279642,270915,251014,144780,161929,131394,174418,173884,145931,127995,
预计非流动负债(万元),40660,46010,56477,47877,46198,50632,40300,53703,66604,70487,84986,96275,105628,128417,128437,135195,134089,128872,316981,327675,327859,326429,313742,339702,339074,363002,398532,426474,374923,328132,364544,344683,360724,104556,102623,103608,104803,106265,109293,112377,
长期递延收益(万元),64636,81738,89683,87437,87009,89837,98579,86449,97495,83437,83541,84523,85383,86698,77337,78531,76974,80693,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
递延所得税负债(万元),81488,81498,81464,80992,73772,73782,62022,77856,84534,84544,211628,210862,25778,25086,22051,22161,22329,22215,30029,33772,39147,34344,39743,50493,54063,54077,22886,26823,20784,16518,13906,10984,14308,--,--,0,0,0,0,0,
