报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),72098,95631,16537,15611,13372,14376,13434,7240,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),11125,6972,7529,5885,4636,5736,4492,3772,
应收账款(万元),37174,40261,36559,37068,28312,25584,26588,23174,
预付款项(万元),1782,1976,1829,1701,1928,863,1542,1511,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,177,177,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),3592,751,951,622,1034,1040,1057,658,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),23536,23556,22493,20903,17710,16407,11808,15280,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),18110,--,--,--,--,--,--,--,
流动资产合计(万元),167417,169147,85899,81790,66992,64005,59096,51812,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),117,117,111,111,57,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),197,200,203,207,220,233,246,--,
固定资产原值(万元),--,32256,--,30392,30034,25727,--,--,
