报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18566,24396,4516,5676,7625,10916,5859,6323,7815,13165,8539,6408,6644,12981,10420,10829,8023,9580,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3690,4985,1027,1406,2219,4524,3091,3547,1405,1454,1496,3536,2902,5054,4100,3380,4654,3601,
应收账款(万元),34159,26982,26104,22447,23904,22178,34266,36565,26685,26130,27452,21957,22947,19293,19551,17386,16978,13734,
预付款项(万元),4931,5514,7889,6105,6132,4491,5732,5527,6619,4217,3527,2596,2880,2328,698,1701,805,1318,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),15,10,15,40,56,41,7,11,19,67,13,9,70,45,4,24,48,193,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),21050,20545,24567,23361,21271,17872,16459,14658,14710,14402,14725,15981,16673,16591,17272,14495,11625,9761,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2605,2003,319,761,657,1294,619,768,614,1346,763,655,1098,1030,514,1049,839,290,
流动资产合计(万元),85016,84434,64437,59796,61864,61316,66032,67399,57866,60782,56515,51142,53213,57322,52559,48866,42971,38479,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),651,668,685,702,719,737,754,771,788,805,822,839,856,873,907,941,1010,1078,
固定资产原值(万元),--,67412,--,64339,--,63850,--,63032,--,62996,--,62295,--,56696,56129,55945,--,--,
累计折旧(万元),--,34060,--,31617,--,29101,--,26695,--,24137,--,21645,--,19302,17006,14725,--,--,
固定资产净值(万元),--,33352,--,32722,--,34749,--,36337,--,38859,--,40650,--,37395,39123,41220,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),34278,33352,31490,32722,33663,34749,35292,36337,37609,38859,39424,40650,36339,37395,39123,41220,32761,26102,
在建工程(万元),9398,11537,3828,2208,2191,2160,2591,2773,1974,1919,628,599,5836,2981,1546,187,4080,7730,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
