报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),747078,500083,598380,661108,780151,745297,844783,887641,993600,768329,797180,692680,1028429,743120,745466,705335,821886,701426,730638,697273,921769,788473,528157,531466,641091,496833,651378,578576,711006,618503,530459,592792,720106,588787,720762,829556,260665,256174,197222,188290,298011,229337,190233,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,50000,30000,50000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
交易性金融资产(万元),132,138,138,551,1165,1145,1213,1545,1516,3005,3176,3923,1525,1997,2029,1042,1013,2035,1993,1898,1825,7230,7234,5243,6025,5343,5394,5128,5058,17616,29866,8009,6495,8449,2074,1498,1591,943,1028,954,791,3981,7897,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收票据(万元),103595,49878,47360,50745,58382,52928,58333,90226,93751,55008,44325,58227,77251,33276,38111,47283,60480,46753,34490,47579,43031,33209,39015,43306,38516,28508,35548,36679,46719,30850,32593,34822,48603,38652,34619,36030,55224,28330,46437,22958,38413,33661,16676,
应收账款(万元),856311,966673,934967,871609,834928,821003,827694,755004,761914,952158,893130,830376,751151,804796,765325,761609,706875,813192,782796,747523,663800,805711,762256,704066,712479,791481,710388,650396,653889,741914,688316,668141,661538,715590,729361,679130,618496,588126,555387,485999,435905,326773,214051,
预付款项(万元),92308,116920,93103,97845,106054,132218,133075,163399,117386,101054,113541,63365,55694,67862,74998,68982,63564,69168,68198,91298,51831,98134,88011,81377,73848,95853,94134,86501,72115,103772,96146,86504,45581,83590,83111,92770,58125,91164,101696,124463,113508,83652,41811,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
