报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),44898,55505,56439,72152,68853,115400,146793,56069,63889,54141,38683,34783,41786,41785,28352,39948,54231,44400,29601,18609,18098,11551,2886,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13428,14222,12664,11026,6242,5722,5672,4414,5445,5208,4871,4111,4217,5698,8316,6611,1403,2416,1874,1564,1799,875,2307,
应收账款(万元),132645,141667,130404,121255,113936,128683,98178,102004,100886,100570,77137,68067,58484,67149,63395,52698,38210,29765,24238,18011,15067,23553,13248,
预付款项(万元),7506,7109,3094,2282,6301,1797,2439,2007,2745,1885,7887,7939,7661,4537,3181,1334,1620,2089,2176,1690,2694,2383,1549,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5140,7180,13167,10103,4744,10889,12000,11665,7121,5459,11216,5835,6831,4006,3113,3335,3734,3700,2989,2965,1750,1567,1143,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),149457,130941,218558,219916,212552,169907,181822,148841,127739,107876,118604,126820,123310,111194,107768,85896,61517,44323,35635,26110,22740,14715,16668,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),32554,38393,--,409,405,405,231,231,462,462,477,470,470,470,146,146,146,146,142,142,138,138,--,
其他流动资产(万元),6182,7110,2838,2838,1681,2093,119,125,102,134,41,21,--,47,55,33,15,12,29,36,3,12,0,
流动资产合计(万元),391810,402128,437164,439981,414714,434896,447256,325356,308388,275735,258915,248047,242759,234887,214326,190003,160877,126851,96684,69126,62289,54794,37803,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,
长期应收款(万元),52203,45271,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,100840,--,67461,--,65721,--,65062,--,64882,--,64254,--,63393,72383,70658,--,--,--,--,--,--,--,
累计折旧(万元),--,23166,--,23479,--,19901,--,17648,--,15742,--,13784,--,11646,18093,14808,--,--,--,--,--,--,--,
固定资产净值(万元),--,77674,--,43982,--,45820,--,47414,--,49140,--,50469,--,51747,54290,55850,--,--,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),76738,77674,43716,43982,44771,45820,46332,47414,48130,49140,49560,50469,50771,51747,54290,55850,51066,41597,37092,34358,27398,16935,16223,
在建工程(万元),38215,35785,65054,47527,44654,32506,16670,11887,4951,2747,234,236,732,610,19,1220,919,9042,6608,3304,1713,1786,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19061,19213,18730,18870,17912,18013,18186,10368,6463,6443,6483,5043,5073,5104,5134,5226,5347,5469,5591,5652,3541,3477,5,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4615,4615,4794,4850,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
