报告日期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27257,33052,33837,34060,32907,29902,15139,15218,6916,8346,9818,9877,1970,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),560,1298,1825,2080,1419,913,578,1531,492,624,60,--,--,
应收账款(万元),23822,14860,18130,10799,16759,16999,13895,10509,11340,11468,8999,5473,3563,
预付款项(万元),1206,31,70,--,--,--,--,--,--,--,--,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),882,829,871,1500,1471,1472,809,492,809,712,550,326,156,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),42682,42467,30971,29509,24457,23278,21723,22346,21358,20352,14632,7970,3331,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),225,237,300,291,95,--,--,--,--,--,--,--,--,
流动资产合计(万元),96634,92775,86005,78238,77108,72565,52143,50095,40915,41503,34058,23646,9020,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),2354,--,2226,--,2165,--,1808,1709,--,1551,1375,--,--,
累计折旧(万元),1072,--,989,--,884,--,799,701,--,517,345,--,--,
固定资产净值(万元),1282,--,1237,--,1281,--,1009,1008,--,1033,1030,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1282,1254,1237,1249,1281,963,1009,1008,1011,1033,1030,1090,1018,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),59,60,61,62,65,60,62,61,63,63,47,8,5,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),91,97,93,89,92,97,103,106,116,119,144,143,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),325,237,256,190,210,200,172,132,143,165,106,56,57,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),1757,1648,1648,1591,1648,1321,1347,1307,1332,1380,1326,1297,1079,
资产总计(万元),98391,94422,87652,79829,78756,73885,53490,51402,42248,42883,35384,24943,10099,
短期借款(万元),7000,--,--,--,--,--,--,--,--,--,--,230,--,
