报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),38542,79245,48018,36467,19180,38726,31587,30672,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),580,410,--,60,200,1280,395,500,
应收账款(万元),22100,19275,18144,12793,16835,14212,18746,9092,
预付款项(万元),22023,23001,27924,28010,26525,23929,21546,21304,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),989,1388,936,1119,649,1696,1593,1090,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),194966,171023,157277,167625,180118,170178,140560,128204,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),192738,187983,7528,11037,10220,8342,5474,4094,
流动资产合计(万元),471937,482326,259827,257110,253727,258362,219900,194956,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1018,1018,1018,1018,700,700,1300,1300,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,49,49,49,49,58,98,98,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,221232,--,215800,197755,--,--,--,
累计折旧(万元),--,99083,--,92043,77753,--,--,--,
固定资产净值(万元),--,122149,--,123757,120002,--,--,--,
固定资产减值准备(万元),--,702,--,702,702,--,--,--,
固定资产(万元),121116,121448,120016,123056,119301,115463,105606,95514,
在建工程(万元),10971,8977,7011,3957,2958,3593,4912,6187,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),44,40,68,60,21,11,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),11511,11495,11418,11495,9666,7232,6322,6333,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),1654,1778,1877,1991,2140,2008,79,107,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),4,4,4,4,4,0,1,4,
其他非流动资产(万元),199,723,76,1323,796,219,221,122,
非流动资产合计(万元),146516,145531,141536,142952,135636,129284,118540,109666,
资产总计(万元),618453,627857,401363,400062,389362,387646,338440,304621,
短期借款(万元),17980,17580,19121,15678,37645,67235,57432,64220,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,67,--,37,--,
应付账款(万元),19222,27265,21780,20008,21119,16904,14742,17179,
预收账款(万元),18910,25931,21390,40109,25646,29034,31202,30254,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),11110,9903,6507,20442,21216,20120,20410,21152,
应交税费(万元),516,538,1238,605,926,696,739,535,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,136,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
