报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),45547,37223,11715,13751,59237,77767,65207,76491,48404,49082,40008,41248,25990,27026,30226,34526,35903,44565,53293,57094,57760,58509,57095,58251,54396,4522,4036,3946,857,1004,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),10086,10823,11917,10554,9513,10438,8682,9576,10046,7564,8134,8510,9017,8516,7655,7708,7461,7108,9478,6640,3175,3115,3508,3909,3613,3214,1847,1046,10,242,
应收账款(万元),21072,18760,16281,16510,16460,17168,15396,14231,13580,13190,11545,14070,13572,12395,12133,14164,13058,12075,9765,9984,11584,10127,9680,10698,11189,8328,7628,7125,6190,274,
预付款项(万元),316,224,1036,534,670,601,1152,1107,627,1162,509,638,570,598,737,757,781,618,937,947,1166,685,3808,2531,2149,1867,1839,1106,1309,56,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),38,81,97,50,42,49,1645,91,128,115,157,144,141,121,128,124,147,175,108,162,103,183,57,32,38,104,89,12,--,0,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13047,13580,13531,13561,13469,13645,12571,10794,10576,11013,10492,10294,11819,12496,13830,12019,11742,10123,10756,10145,8697,7539,7502,6884,6966,7286,6815,6609,4065,1061,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),46445,54938,77154,72178,27131,22782,29595,19242,1232,1176,10103,9913,25318,25254,21834,15805,18336,11905,1544,34,--,107,--,--,--,--,--,--,--,--,
流动资产合计(万元),136550,135629,131731,127139,126522,142450,134246,131532,84592,83301,80949,84817,86427,86407,86543,85103,87428,86570,85881,85005,82485,80266,81651,82307,78351,25321,22253,19845,12431,2637,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,6875,6842,6865,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),7116,7066,159,167,135,135,135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,67560,--,65175,--,64710,--,46586,--,43571,--,27894,--,27567,--,26225,--,18218,--,17107,--,14686,--,13149,--,12857,5660,4910,--,--,
累计折旧(万元),--,17359,--,15248,--,13116,--,10727,--,9100,--,7948,--,6920,--,5963,--,5168,--,4336,--,3532,--,2807,--,2066,1804,1126,--,--,
固定资产净值(万元),--,50202,--,49927,--,51594,--,35860,--,34471,--,19946,--,20647,--,20263,--,13051,--,12771,--,11154,--,10342,--,10791,3856,3784,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),49808,50202,49412,49927,50697,51594,38767,35860,33710,34471,20860,19946,20252,20647,19926,20263,12884,13051,12573,12771,11347,11154,10008,10342,10638,10791,3856,3784,3193,1308,
在建工程(万元),7633,6415,5783,4898,3580,2910,4785,2967,4794,4953,17035,13946,12684,11485,11997,10015,11695,9392,5658,3132,2858,2297,1248,872,478,111,5265,1897,--,--,
