报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37140,34439,55476,53131,33139,48465,43954,48945,32321,35654,37803,41953,142659,26821,12718,27153,16421,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),47532,46592,38611,48718,46151,38765,34803,35024,40354,46285,37264,24101,30924,36185,20387,9863,10285,
应收账款(万元),35464,38131,38759,26588,43896,35483,40164,27490,37764,35257,32919,22117,27908,28488,24486,25998,24635,
预付款项(万元),10271,6941,6010,4840,6838,4893,5601,3713,11008,3887,3311,1566,4226,1774,2506,2538,1979,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6019,5551,5431,1481,1419,1504,3536,2880,3179,3377,3363,3119,2483,2534,348,294,199,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),53570,50131,56929,59594,41832,45457,47816,63037,56084,49444,42178,53916,32954,33381,39974,29918,27081,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),20265,18754,17833,20447,28658,19376,31390,38755,39459,54509,69477,65812,560,317,1467,4029,601,
流动资产合计(万元),210261,200540,219049,214799,201934,193943,207263,219843,220168,228414,226314,212585,241714,129500,101887,99793,81200,
