报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),105145,70582,130937,152216,92897,90813,32385,55027,40666,39646,79897,69292,38205,79440,92058,72464,83215,99127,104984,98983,111650,130174,116163,116655,110515,128752,120217,125512,132503,158951,2483,9988,7975,5502,1976,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),86500,88500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收票据(万元),8778,5915,2160,631,462,48,116,728,30,50,--,50,70,50,0,--,50,50,--,200,--,100,100,--,500,--,--,--,--,--,0,--,--,10,--,
应收账款(万元),139571,163451,165834,147061,143568,126318,105087,83622,66595,53390,49009,47051,47122,44644,49382,43203,43917,42361,43591,39542,33458,25254,23833,12259,16805,14737,16061,9334,9451,4366,9472,2385,2095,2576,1155,
预付款项(万元),302441,228269,267654,159873,79687,65100,59947,56917,36929,26116,22817,13450,14182,18491,24967,15319,11082,11433,13499,6501,5344,10498,26348,20333,20302,22602,26268,25937,15885,5826,5518,2041,2166,255,867,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,25,--,--,--,--,--,--,462,231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收股利(万元),--,--,--,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),8391,5149,2826,1754,1480,1063,1553,1572,1913,1491,1747,2476,1347,1198,1401,858,573,595,579,557,470,451,900,812,279,262,238,199,227,160,150,149,153,49,3,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
存货(万元),211873,190173,183568,157472,132724,126376,102726,87647,77239,63362,61654,61603,63871,62434,62644,59228,61351,55591,50090,48510,46319,38880,36851,37300,39290,34856,33376,20714,18605,14379,14994,11856,9618,7598,3249,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动资产(万元),--,--,940,1526,2158,2530,591,612,400,500,212,225,381,585,734,453,654,934,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),73769,115164,92142,92425,180274,170448,6910,3369,40247,49604,20939,11558,19469,9061,912,349,483,985,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
流动资产合计(万元),936468,867203,846061,712997,633251,582695,309340,289493,264020,234159,236275,205704,184647,216364,232330,191873,201325,211076,212743,194292,197242,205358,204195,187360,187690,201210,196160,181695,176672,183682,32617,26419,22007,15991,7249,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),13740,13740,14729,14029,14184,14525,16519,16019,16019,16019,21919,15819,14021,13521,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期股权投资(万元),46837,46566,45999,57437,56722,45168,44410,44662,44268,44323,37663,37626,32405,--,7251,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资性房地产(万元),1912,1950,1987,2024,2062,2099,2136,2174,2211,2248,2286,2323,2360,2398,2435,2472,2510,2547,2584,2622,2659,2697,8347,2771,2022,--,--,--,--,--,0,--,--,--,--,
固定资产原值(万元),--,81023,--,51067,--,50744,--,49161,--,48126,--,43095,--,42810,--,35649,--,27887,--,25010,--,16933,--,5511,--,8407,--,5859,--,3511,0,3496,3430,--,--,
累计折旧(万元),--,13249,--,11681,--,10261,--,8961,--,7622,--,6358,--,5130,--,3931,--,2923,--,2063,--,1302,--,849,--,835,--,518,--,323,0,206,92,--,--,
固定资产净值(万元),--,67774,--,39386,--,40483,--,40200,--,40505,--,36737,--,37681,--,31718,--,24964,--,22948,--,15631,--,4662,--,7572,--,5342,--,3187,0,3291,3338,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
固定资产(万元),67221,67774,39063,39386,39830,40483,39606,40200,40486,40505,40724,36737,37097,37681,32878,31718,29197,24964,23962,22948,23249,15631,5060,4662,6564,7572,5327,5342,4120,3187,3232,3291,3338,159,71,
在建工程(万元),19916,18461,34923,29267,26089,23309,22091,19415,17534,14913,10910,13858,12632,9944,13168,12339,15148,16503,9014,9983,9814,17354,3277,3254,2113,3184,--,--,--,--,0,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
无形资产(万元),7177,3998,4010,4042,4057,4091,4106,4103,4090,4109,4106,4121,4143,4169,4198,4222,4249,4297,2584,2608,2618,2638,2661,2683,2706,2729,2752,2797,2806,2815,2821,173,176,51,2,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期待摊费用(万元),5902,5355,4266,2596,2811,2943,6022,7061,8082,9164,9520,9965,10530,9587,3589,3257,2729,2691,3015,3544,4075,3637,3707,2205,1960,1246,291,172,30,35,43,50,64,54,35,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税资产(万元),7686,8012,5251,4736,4380,4156,2192,1923,1960,1502,1388,1330,1059,1148,1024,964,1009,988,814,710,652,530,483,304,350,307,225,128,135,67,40,39,37,47,13,
其他非流动资产(万元),--,--,--,--,--,--,--,--,28,44,10,10,10,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
非流动资产合计(万元),170390,165856,150228,153516,150135,136775,137081,135557,134679,132827,128525,121789,114258,78479,64543,54973,54842,51991,41973,42415,43066,42486,23535,15880,15716,15038,8596,8439,7092,6105,6136,3552,3615,311,120,
资产总计(万元),1106859,1033059,996289,866513,783386,719470,446421,425050,398699,366986,364800,327493,298905,294843,296872,246846,256168,263067,254716,236707,240308,247844,227730,203240,203406,216248,204756,190134,183764,189788,38753,29970,25622,16302,7369,
