报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),109182,101974,156479,88178,96093,121207,74449,116781,88386,127513,163273,63239,57049,46886,47253,56988,36932,39430,44396,57862,36631,26169,39452,43380,40248,44197,89656,48707,32571,52475,53618,54970,31051,36427,39032,60827,21557,32904,32186,33196,23710,41799,50772,43227,12387,21335,19265,24830,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
交易性金融资产(万元),25736,16320,9573,5981,12222,9005,11692,--,7543,4067,1611,--,0,0,0,276,588,2855,3494,1105,474,686,714,1203,1185,2040,1235,1568,1181,1457,1061,1434,4149,2541,3355,957,5300,2739,4748,1759,3839,4526,3517,2106,2791,1557,4111,828,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,--,0,
应收票据(万元),--,--,0,--,0,0,0,--,66,--,--,--,0,30,100,5,0,--,--,--,--,--,101,535,314,31,18,49,50,232,12,53,--,0,40,20,180,98,180,--,--,0,0,12,0,0,519,19,
应收账款(万元),55743,90526,78633,54080,38650,43043,58193,33361,22301,28022,37026,30393,20960,28164,30694,25969,16177,19597,21796,16528,7708,12541,22170,14501,12067,9915,13607,15441,10850,12394,12389,15807,8858,9922,14848,10616,9465,8711,10552,11677,14557,12235,14708,10191,8272,6768,6112,6849,
预付款项(万元),30874,30463,44100,14160,26770,32606,27177,9903,22551,24022,17821,8470,26334,21469,15064,11918,16678,13526,13248,9578,16714,17910,18344,10032,39378,31161,23932,24649,38458,24028,21742,13002,32451,18130,22747,12931,33945,29799,29285,27667,34715,24736,32536,23759,35455,40185,39667,35486,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
应收利息(万元),--,--,0,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,36,25,14,4,36,25,14,4,40,29,14,4,51,44,14,47,74,63,14,4,36,25,
应收股利(万元),--,--,0,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,--,--,--,--,--,128,--,--,10,82,--,--,178,178,--,140,--,0,--,120,--,--,--,0,0,0,0,0,0,0,
其他应收款(万元),37970,34935,29670,33670,22573,22841,22296,18972,30818,22225,35256,26031,24323,20767,21204,18450,17107,18409,17824,15097,14072,12458,8479,7619,9814,10479,8253,6493,4702,9297,11039,8679,8646,7311,6985,5827,9456,10522,11190,10140,7458,9199,9995,8594,7392,5693,5775,7294,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
存货(万元),274319,218786,195365,219608,174224,146872,135143,152074,123420,117631,108540,129782,107461,101139,104720,120155,119805,114653,119019,134342,114998,112403,108307,139628,77103,74692,81959,101616,55396,50479,62553,76074,60685,61832,67430,67806,50576,47048,53924,57560,43936,44896,48809,68766,66261,51308,57928,59348,
