报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6566,5730,17279,32489,5006,4276,16546,2055,11491,10673,9438,10041,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),15,325,779,334,80,115,846,13,266,559,200,242,
应收账款(万元),45599,39556,32639,36037,40681,39905,28321,28195,24943,23947,18052,12881,
预付款项(万元),2249,5131,2346,1540,1065,633,357,861,447,390,3242,1645,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2942,2231,2599,1741,2418,1665,1264,1549,1317,770,287,324,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),17387,16704,18085,16758,18908,18724,13754,12670,9718,6548,4478,6937,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6046,7285,12477,8141,990,902,804,1934,608,424,317,--,
流动资产合计(万元),80803,76962,86203,97040,69148,66220,61891,47278,48791,43311,36012,32070,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,166,1373,1614,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2115,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,14974,--,13301,--,12635,11983,--,--,--,--,--,
累计折旧(万元),--,4057,--,3656,--,3403,3078,--,--,--,--,--,
固定资产净值(万元),--,10917,--,9645,--,9232,8905,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12574,10917,9546,9645,9731,9232,8905,9142,9396,3027,1758,1653,
在建工程(万元),--,12,37,37,--,--,--,--,--,5893,2103,168,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1535,1548,1560,1573,1500,1508,1525,1542,1559,1592,1626,1659,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),929,929,840,839,736,736,633,544,484,395,206,142,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),17153,13405,11984,12094,11968,11477,11063,11228,11438,11073,7066,5236,
资产总计(万元),97956,90367,98187,109134,81115,77696,72954,58506,60228,54384,43078,37306,
短期借款(万元),3900,--,3000,3000,11590,11590,4310,11289,6990,7000,5500,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,1090,--,4562,4135,1640,2780,650,2959,1920,1809,330,
应付账款(万元),12144,10665,10806,15461,12431,15011,16088,9117,10726,9197,6233,5952,
预收账款(万元),2856,2578,6524,6543,4393,3614,4466,1957,3012,703,436,3262,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1728,2265,2282,2638,1807,1706,1851,728,943,724,342,300,
应交税费(万元),664,447,315,1704,647,339,3170,169,1613,2151,1528,1535,
