报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),79455,78991,89012,76378,81087,75992,78798,73094,72015,74484,70656,88796,37504,40736,39407,40462,41987,42780,39838,33958,35867,36610,29245,25068,25723,26346,26995,25910,24049,22318,19795,20848,25094,23089,27425,28112,28853,22633,26169,14583,12638,9087,6305,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应收票据(万元),3518,4319,1717,2445,1319,1125,754,1413,1348,550,2386,696,570,917,2938,2321,1903,915,742,601,1536,960,2053,1678,1314,799,1350,828,769,550,459,479,404,519,401,737,517,259,687,765,744,421,1066,
应收账款(万元),73201,65217,72904,76916,79510,71358,77492,72049,68119,60664,66154,64456,62512,55538,54802,52503,48192,46156,49205,48458,48786,38868,44391,38983,33432,29328,31959,30009,28891,24631,25247,21993,20449,14835,20058,17669,15841,15303,15433,15006,13994,10714,10904,
预付款项(万元),3970,3911,7842,5194,4152,7482,6885,4618,5305,3278,2522,3971,3050,2733,5402,5691,4851,4484,5519,5380,6940,6625,5825,6647,3996,5104,4066,3377,3082,2812,1556,1898,1965,2031,2381,1649,2120,2172,1514,714,1059,2927,1790,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
