报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),56971,76669,63439,100845,52498,53851,75743,91757,42606,40455,51196,59210,23791,24344,26190,43992,27164,26723,35694,48953,40292,48126,51597,61588,49773,62224,64524,79712,70930,78602,17244,10629,21375,3546,1728,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),373,374,374,374,376,376,1476,376,1986,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),4508,8508,5145,12208,7516,4169,1857,6375,6829,5937,5525,5683,5167,3438,5400,7007,6256,5123,6281,5677,5190,5712,4850,4596,4682,4564,6263,5838,5506,3814,2182,2837,1633,1219,2028,
应收账款(万元),201017,183356,174744,171669,171487,161434,153062,150404,143924,126109,114214,109759,99678,94935,81589,79786,81600,78255,76710,68503,73856,69035,66053,63054,70057,65239,60067,58743,58371,49997,44287,36464,31231,16241,4157,
预付款项(万元),40215,22329,21435,14907,24559,18156,16165,10597,18694,15429,15274,13936,10687,9598,8816,6446,6729,6434,6253,5027,6223,5728,5793,3749,4489,3698,4982,3931,5934,3692,2127,2195,2437,2843,2701,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收利息(万元),--,40,40,43,734,726,709,736,382,374,357,357,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应收款(万元),36539,28108,26960,23061,20034,15645,16931,18209,13948,12596,14726,12095,11854,11714,12265,8429,8234,7665,7214,4496,5385,4908,5260,3081,4660,4091,4383,2420,4049,4737,2962,2661,1769,2187,3517,
