报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),41397,21444,23101,31240,30718,38473,29238,15809,3650,3703,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2286,2386,2061,3160,1800,379,1140,246,800,--,
应收账款(万元),42645,46326,52023,57158,43353,38918,26358,35092,20492,7435,
预付款项(万元),2811,2299,1136,1165,981,559,271,173,378,225,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,4,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3109,3022,2415,1952,2198,4196,2485,1319,2080,6041,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),20526,15392,11982,8274,8965,8509,6554,824,952,546,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1735,1187,--,--,--,--,1975,121,52,135,
流动资产合计(万元),114509,92056,92721,102949,88015,91033,68021,53584,28404,18086,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4627,3609,2854,2164,1000,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2491,2248,2252,2549,1974,1906,--,--,--,
累计折旧(万元),--,1978,1830,1764,1693,1295,1300,--,--,--,
固定资产净值(万元),--,513,417,488,856,679,606,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1192,513,417,488,856,679,606,714,818,556,
在建工程(万元),--,554,212,93,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),885,1103,1376,1644,2394,2771,2936,3360,3900,61,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),3121,3121,3121,2353,2353,852,--,--,--,--,
长期待摊费用(万元),760,780,686,756,466,584,674,778,526,86,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),745,734,760,853,1559,1047,230,138,61,28,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),11330,10413,9426,8351,8628,5933,4446,4990,5305,731,
资产总计(万元),125839,102469,102147,111300,96643,96967,72466,58574,33709,18817,
短期借款(万元),--,--,--,--,--,--,--,2500,2000,1000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,
应付账款(万元),5619,5921,6199,10364,5609,2778,1437,1170,576,723,
预收账款(万元),12899,8159,8477,7590,9934,9266,4935,5311,2829,2187,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4225,3000,1754,5284,1197,5454,889,4865,5011,2654,
应交税费(万元),84,783,295,2327,1947,2954,109,1700,2097,767,
应付利息(万元),--,--,--,--,--,--,--,69,--,--,
应付股利(万元),--,--,--,--,--,--,2632,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),875,587,642,722,2952,3886,440,1416,741,3243,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),26,26,829,1543,1670,1455,--,--,--,--,
流动负债合计(万元),23728,18476,18195,27830,23310,25794,10442,17030,13253,10575,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2474,2474,2474,2474,1895,1595,--,--,--,--,
递延所得税负债(万元),31,32,33,35,41,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,610,610,--,--,
非流动负债合计(万元),2505,2506,2507,2509,1936,1595,610,610,0,0,
负债合计(万元),26232,20982,20702,30339,25246,27389,11052,17640,13253,10575,
实收资本(或股本)(万元),40500,36000,36000,36000,36000,18667,18667,16800,13802,6883,
资本公积(万元),30189,14621,14621,14621,14621,31954,37805,14672,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4626,4626,4626,4626,3363,2565,1102,1102,767,203,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),23928,25803,25716,25713,17414,16392,3841,8360,5887,1157,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),99243,81050,80963,80960,71397,69578,61415,40934,20456,8243,
少数股东权益(万元),364,437,482,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),99606,81487,81445,80960,71397,69578,61415,40934,20456,8243,
负债和所有者权益(或股东权益)总计(万元),125839,102469,102147,111300,96643,96967,72466,58574,33709,18817,		
  
